source_model,source_year,model_alternative,Versions,Portes,Energie,Boite,"CO2
(g/km)",Prix,url,option_marque_select,option_modele_select,option_year_select,match_type_marque,match_type_modele,match_type_annee
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 1.5 P300E PHEV 4WD R-DYNAMIC S BVA8,5,Ess./Elec.,Automatique,33 (wltp),59 250 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 1.5 P300E PHEV 4WD R-DYNAMIC SE BVA8,5,Ess./Elec.,Automatique,35 (wltp),64 450 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 1.5 P300E PHEV 4WD S BVA8,5,Ess./Elec.,Automatique,32 (wltp),56 850 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 1.5 P300E PHEV 4WD SE BVA8,5,Ess./Elec.,Automatique,35 (wltp),61 950 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 2.0 D150 2WD BUSINESS BVM6,5,Dies.,Mécanique,165 (wltp),41 399 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 2.0 D150 2WD R-DYNAMIC BUSINESS BVM6,5,Dies.,Mécanique,165 (wltp),43 899 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 2.0 D150 AWD BUSINESS BVA9,5,Dies.,Automatique,176 (wltp),46 599 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 2.0 D150 AWD R-DYNAMIC BUSINESS BVA9,5,Dies.,Automatique,176 (wltp),49 149 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 2.0 D180 AWD BUSINESS BVA9,5,Dies.,Automatique,178 (wltp),48 749 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 2.0 D180 AWD R-DYNAMIC BUSINESS BVA9,5,Dies.,Automatique,178 (wltp),51 249 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 2.0 P300 AWD BUSINESS BVA9,5,Ess.,Automatique,207 (wltp),56 599 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II 2.0 P300 AWD R-DYNAMIC BUSINESS BVA9,5,Ess.,Automatique,207 (wltp),59 049 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 4WD BUSINESS BVA9,5,Dies.,Automatique,143 (nedc),46 599 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 4WD R-DYNAMIC BUSINESS BVA9,5,Dies.,Automatique,143 (nedc),49 149 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV,5,Dies.,Mécanique,167 (wltp),39 750 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV 4WD BVA9,5,Dies./Elec.,Automatique,143 (nedc),44 950 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV 4WD HSE BVA9,5,Dies./Elec.,Automatique,143 (nedc),60 500 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV 4WD R-DYNAMIC BVA9,5,Dies.,Automatique,139 (nedc),47 300 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV 4WD R-DYNAMIC HSE BVA9,5,Dies./Elec.,Automatique,143 (nedc),62 950 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV 4WD R-DYNAMIC SE BVA9,5,Dies./Elec.,Automatique,143 (nedc),57 900 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV 4WD S BVA9,5,Dies./Elec.,Automatique,143 (nedc),50 100 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV 4WD SE BVA9,5,Dies./Elec.,Automatique,143 (nedc),55 400 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV AWD R-DYNAMIC S BVA9,5,Dies./Elec.,Automatique,143 (nedc),52 650 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV R-DYNAMIC,5,Dies.,Mécanique,168 (wltp),42 250 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV R-DYNAMIC S,5,Dies.,Mécanique,170 (wltp),47 400 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 8CV S,5,Dies.,Mécanique,168 (wltp),44 900 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 BUSINESS,5,Dies.,Mécanique,167 (wltp),41 399 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D150 R-DYNAMIC BUSINESS,5,Dies.,Mécanique,168 (wltp),43 899 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165,5,Dies.,Mécanique,160 (wltp),39 550 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 4WD BVA9,5,Dies.,Automatique,139 (nedc),44 750 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 4WD NOLITA EDITION BVA,5,Dies.,Automatique,139 (nedc),54 700 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 4WD S BVA9,5,Dies.,Automatique,139 (nedc),49 950 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 BVA 4WD HSE,5,Dies.,Automatique,139 (nedc),60 500 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 BVA 4WD R-DYNAMIC HSE,5,Dies.,Automatique,139 (nedc),62 800 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 BVA 4WD R-DYNAMIC S,5,Dies.,Automatique,139 (nedc),52 500 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 BVA 4WD R-DYNAMIC SE,5,Dies.,Automatique,139 (nedc),57 750 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 BVA 4WD SE,5,Dies.,Automatique,139 (nedc),55 250 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 NOLITA EDITION,5,Dies.,Mécanique,164 (wltp),49 100 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 R-DYNAMIC,5,Dies.,Mécanique,161 (wltp),42 050 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 R-DYNAMIC S,5,Dies.,Mécanique,163 (wltp),47 250 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D165 S,5,Dies.,Mécanique,162 (wltp),44 750 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD BVA,5,Dies./Elec.,Automatique,145 (nedc),47 100 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD FIRST EDITION BVA9,5,Dies./Elec.,Automatique,145 (nedc),69 000 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD HSE BVA,5,Dies./Elec.,Automatique,145 (nedc),62 600 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD R-DYNAMIC BVA9,5,Dies.,Automatique,145 (nedc),49 600 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD R-DYNAMIC HSE BVA,5,Dies./Elec.,Automatique,145 (nedc),65 100 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD R-DYNAMIC S BVA9,5,Dies.,Automatique,145 (nedc),54 700 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD R-DYNAMIC SE BVA,5,Dies./Elec.,Automatique,145 (nedc),60 050 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD S BVA9,5,Dies./Elec.,Automatique,145 (nedc),52 250 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 10CV 4WD SE BVA,5,Dies./Elec.,Automatique,145 (nedc),57 500 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 4WD BUSINESS BVA9,5,Dies.,Automatique,145 (nedc),48 749 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D180 4WD R-DYNAMIC BUSINESS BVA9,5,Dies.,Automatique,145 (nedc),51 249 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 4WD AUTOBIOGRAPHY BVA,5,Dies.,Automatique,139 (nedc),72 850 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 4WD NOLITA EDITION BVA,5,Dies.,Automatique,139 (nedc),57 600 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 4WD R-DYNAMIC HSE BVA,5,Dies.,Automatique,169 (wltp),65 450 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 4WD R-DYNAMIC S BVA9,5,Dies.,Automatique,169 (wltp),55 300 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 4WD R-DYNAMIC SE BVA,5,Dies.,Automatique,169 (wltp),60 550 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 4WD S BVA9,5,Dies.,Automatique,139 (nedc),52 750 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 4WD SE BVA,5,Dies.,Automatique,169 (wltp),58 000 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 BVA 4WD,5,Dies.,Automatique,139 (nedc),48 300 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 BVA 4WD HSE,5,Dies.,Automatique,139 (nedc),63 350 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D200 BVA 4WD R-DYNAMIC,5,Dies.,Automatique,139 (nedc),50 800 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D240 14CV 4WD BVA9,5,Dies./Elec.,Automatique,156 (nedc),50 900 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D240 14CV 4WD HSE BVA9,5,Dies./Elec.,Automatique,156 (nedc),65 800 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D240 14CV 4WD R-DYNAMIC BVA9,5,Dies./Elec.,Automatique,156 (nedc),53 450 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D240 14CV 4WD R-DYNAMIC HSE BVA9,5,Dies./Elec.,Automatique,156 (nedc),68 250 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D240 14CV 4WD R-DYNAMIC S BVA9,5,Dies./Elec.,Automatique,156 (nedc),57 850 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
Land Rover Evoque,2020,RANGE ROVER EVOQUE,II D240 14CV 4WD R-DYNAMIC SE BVA9,5,Dies./Elec.,Automatique,156 (nedc),63 150 €,https://www.caradisiac.com/fiches-techniques/modele--land-rover-range-rover-evoque-2/2020/,LAND ROVER,RANGE ROVER EVOQUE,2020,Very Exact match,Very Exact match,Very Exact match
