source_model,source_year,Versions,Portes,Energie,Boite,"CO2
(g/km)",Prix,url,option_marque_select,option_modele_select,option_year_select,match_type_marque,match_type_modele,match_type_year
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 500X 120TH,5,Ess.,Mécanique,131 (nedc),25 290 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 500X BY HARCOURT,5,Ess.,Mécanique,133 (nedc),24 990 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 BALLON D'OR,5,Ess.,Mécanique,161 (wltp),26 890 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 CITY CROSS,5,Ess.,Mécanique,149 (wltp),22 090 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 CITY CROSS BUSINESS,5,Ess.,Mécanique,133 (nedc),22 290 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 CLUB,5,Ess.,Mécanique,150 (wltp),30 190 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 CROSS,5,Ess.,Mécanique,149 (wltp),25 190 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 LIGUE 1 CONFORAMA,5,Ess.,Mécanique,133 (nedc),21 990 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 LOUNGE,5,Ess.,Mécanique,149 (wltp),24 690 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
Fiat 500X,2019,(2) 1.0 FIREFLY T T3 120 OPENING EDITION,5,Ess.,Mécanique,133 (nedc),21 990 €,https://www.caradisiac.com/fiches-techniques/modele--fiat-500-x/2019/,FIAT,500 X,2019,Very Exact match,Partial match,Very Exact match
