source_model,source_year,model_alternative,Versions,Portes,Energie,Boite,"CO2
(g/km)",Prix,url,option_marque_select,option_modele_select,option_year_select,match_type_marque,match_type_modele,match_type_annee
Mercedes-Benz Classe GLC,2018,GLC,350 D SPORTLINE 4MATIC,5,Dies.,Automatique,159 (nedc),59 850 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,350 D SPORTLINE 4MATIC BVA9,5,Dies.,Automatique,176 (nedc),59 850 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,350 E 320 BUSINESS EXECUTIVE 4MATIC BVA7,5,Ess./Elec.,Automatique,59 (nedc),60 600 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,350 E 320 EXECUTIVE 4MATIC,5,Ess./Elec.,Automatique,59 (nedc),58 350 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,350 E 320 EXECUTIVE 4MATIC BVA7,5,Ess./Elec.,Automatique,59 (nedc),58 350 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,350 E 320 FASCINATION 4MATIC,5,Ess./Elec.,Automatique,59 (nedc),63 700 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,350 E 320 FASCINATION 4MATIC BVA7,5,Ess./Elec.,Automatique,59 (nedc),63 700 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,350 E 320 SPORTLINE 4MATIC,5,Ess./Elec.,Automatique,59 (nedc),59 900 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,350 E 320 SPORTLINE 4MATIC BVA7,5,Ess./Elec.,Automatique,59 (nedc),59 900 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,63 AMG 4MATIC+,5,Ess.,Automatique,234 (nedc),99 600 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc-amg/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,63 AMG 4MATIC+ 38CV BVA9,5,Ess.,Automatique,259 (nedc),99 600 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc-amg/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,63 AMG S 4MATIC+,5,Ess.,Automatique,244 (nedc),108 500 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc-amg/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,63 AMG S 4MATIC+ 42CV BVA9,5,Ess.,Automatique,259 (nedc),108 500 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc-amg/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,AMG 43 4MATIC,5,Ess.,Automatique,189 (nedc),68 550 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc-amg/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,AMG 43 4MATIC BVA9,5,Ess.,Automatique,215 (nedc),68 550 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc-amg/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc-amg/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLC,2018,GLC,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glc-amg/2018/,MERCEDES,GLC,2018,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 AMG LINE,5,Ess.,Automatique,163 (wltp),47 250 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 AMG LINE 7G-DCT,5,Ess.,Automatique,156 (wltp),54 050 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 BUSINESS LINE,5,Ess.,Automatique,160 (wltp),45 600 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 BUSINESS LINE 7G-DCT,5,Ess.,Automatique,156 (wltp),51 350 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 D AMG LINE,5,Dies.,Automatique,149 (wltp),48 150 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 D AMG LINE 8G-DCT,5,Dies.,Automatique,145 (wltp),54 950 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 D BUSINESS LINE,5,Dies.,Automatique,147 (wltp),46 500 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 D BUSINESS LINE 8G-DCT,5,Dies.,Automatique,145 (wltp),52 250 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 D PROGRESSIVE LINE,5,Dies.,Automatique,147 (wltp),46 650 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 D PROGRESSIVE LINE 8G-DCT,5,Dies.,Automatique,145 (wltp),51 300 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 PROGRESSIVE LINE,5,Ess.,Automatique,160 (wltp),45 750 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,200 PROGRESSIVE LINE 7G-DCT,5,Ess.,Automatique,156 (wltp),50 400 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,220 D 4MATIC AMG LINE 8G-DCT,5,Dies.,Automatique,152 (wltp),61 650 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,220 D AMG LINE 4MATIC 8G-DCT,5,Dies.,Automatique,184 (wltp),55 150 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,220D,5,Dies.,Automatique,NC,35 000 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,250 4MATIC AMG LINE 8G-DCT,5,Ess.,Automatique,177 (wltp),58 150 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,250 AMG LINE 4MATIC,5,Ess.,Automatique,184 (wltp),55 150 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,35 AMG 4MATIC,5,Ess.,Automatique,204 (wltp),61 100 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb-amg/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,35 AMG 4MATIC 8G-DCT SPEEDSHIFT,5,Ess.,Automatique,201 (wltp),65 200 €,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb-amg/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb-amg/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Mercedes-Benz Classe GLB,2022,GLB,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--mercedes-glb-amg/2022/,MERCEDES,GLB,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 100 5CV MOTION BVM6,5,Ess.,Mécanique,131 (wltp),22 990 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 100 ACTIVE BUSINESS BVM6,5,Ess.,Mécanique,131 (wltp),28 690 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 100 ACTIVE BVM6,5,Ess.,Mécanique,131 (wltp),27 990 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 100 ISG ACTIVE BUSINESS BVM6,5,Ess.,Mécanique,131 (wltp),24 920 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 100 ISG ACTIVE BVM6,5,Ess.,Mécanique,132 (wltp),24 290 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 100 ISG MOTION BVM6,5,Ess.,Mécanique,131 (wltp),22 190 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 100 MOTION BVM6,5,Ess.,Mécanique,131 (wltp),26 150 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 ACTIVE BUSINESS BVM6,5,Ess.,Mécanique,126 (wltp),28 090 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 ACTIVE BVM6,5,Ess.,Mécanique,131 (wltp),27 440 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 GT LINE BUSINESS BVM6,5,Ess.,Mécanique,125 (wltp),30 090 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 GT LINE BVM6,5,Ess.,Mécanique,126 (wltp),29 440 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 GT LINE PREMIUM BVM6,5,Ess.,Mécanique,126 (wltp),31 840 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 ISG ACTIVE,5,Ess.,Mécanique,132 (wltp),24 790 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 ISG ACTIVE BUSINESS,5,Ess.,Mécanique,126 (wltp),25 420 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 ISG GT LINE,5,Ess.,Mécanique,136 (wltp),27 590 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
Kia cee'd,2022,CEED,III (2) 1.0 T-GDI 120 ISG GT LINE PREMIUM BVM6,5,Ess.,Mécanique,126 (wltp),29 990 €,https://www.caradisiac.com/fiches-techniques/modele--kia-ceed-3/2022/,KIA,CEED,2022,Very Exact match,Very Exact match,Very Exact match
