source_model,source_year,model_alternative,Versions,Portes,Energie,Boite,"CO2
(g/km)",Prix,url,option_marque_select,option_modele_select,option_year_select,match_type_marque,match_type_modele,match_type_annee
Seat Leon,2020,Seat Leon,IV 1.5 ETSI 150 H S&S XCELLENCE DSG,5,Ess.,Automatique,NC,31 710 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 ETSI 150 H S&S XCELLENCE ONE DSG,5,Ess./Elec.,Automatique,NC,29 500 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 ETSI 150 XCELLENCE DSG7,5,Ess.,Automatique,131 (wltp),33 890 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 TSI,5,Ess.,Mécanique,NC,18 400 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 TSI 150 FR BVM6,5,Ess.,Mécanique,132 (wltp),32 830 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 TSI 150 S&S FR,5,Ess.,Mécanique,134 (wltp),32 190 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 TSI 150 S&S FR ONE,5,Ess.,Mécanique,133 (wltp),29 540 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 TSI 150 S&S XCELLENCE,5,Ess.,Mécanique,133 (wltp),29 640 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 TSI 150 S&S XCELLENCE ONE,5,Ess.,Mécanique,132 (wltp),27 500 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 1.5 TSI 150 XCELLENCE BVM6,5,Ess.,Mécanique,132 (wltp),30 230 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 115 S&S REFERENCE,5,Dies.,Mécanique,114 (wltp),27 230 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 115 S&S STYLE,5,Dies.,Mécanique,113 (wltp),29 150 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 115 S&S STYLE BUSINESS,5,Dies.,Mécanique,113 (wltp),29 850 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 115 S&S URBAN,5,Dies.,Mécanique,116 (wltp),29 820 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 150 FR DSG7,5,Dies.,Automatique,123 (wltp),41 050 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 150 S&S FR DSG,5,Dies.,Automatique,123 (wltp),37 110 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 150 S&S FR ONE DSG,5,Dies.,Automatique,123 (wltp),34 290 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 150 S&S STYLE BUSINESS DSG,5,Dies.,Automatique,120 (wltp),33 300 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 150 S&S STYLE DSG,5,Dies.,Automatique,120 (wltp),32 600 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 150 S&S XCELLENCE DSG,5,Dies.,Automatique,123 (wltp),34 560 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 150 S&S XCELLENCE ONE DSG,5,Dies.,Automatique,123 (wltp),32 250 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV 2.0 TDI 150 XCELLENCE DSG7,5,Dies.,Automatique,120 (wltp),36 920 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.4 E-HYBRID 204 XCELLENCE DSG6,5,Ess./Elec.,Automatique,NC,38 950 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.4 EHYBRID 204 S&S FR DSG,5,Ess./Elec.,Automatique,28 (wltp),40 220 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.4 EHYBRID 204 S&S XCELLENCE DSG,5,Ess./Elec.,Automatique,28 (wltp),38 180 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.4 ETSI 150 H S&S XCELLENCE ONE FR DSG6,5,Ess./Elec.,Automatique,NC,41 030 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 ETSI 150 FR DSG7,5,Ess.,Automatique,134 (wltp),39 510 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 ETSI 150 H S&S FR DSG,5,Ess.,Automatique,NC,35 810 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 ETSI 150 H S&S FR ONE DSG,5,Ess./Elec.,Automatique,NC,33 040 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 ETSI 150 H S&S XCELLENCE DSG,5,Ess.,Automatique,NC,33 260 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 ETSI 150 H S&S XCELLENCE ONE DSG,5,Ess./Elec.,Automatique,NC,31 000 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 ETSI 150 XCELLENCE DSG7,5,Ess.,Automatique,132 (wltp),35 490 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 TSI 150 FR BVM6,5,Ess.,Mécanique,133 (wltp),34 410 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 TSI 150 S&S FR,5,Ess.,Mécanique,135 (wltp),33 740 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 TSI 150 S&S FR ONE,5,Ess.,Mécanique,134 (wltp),31 040 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 TSI 150 S&S XCELLENCE,5,Ess.,Mécanique,134 (wltp),31 190 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 TSI 150 S&S XCELLENCE ONE,5,Ess.,Mécanique,133 (wltp),29 000 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 1.5 TSI 150 XCELLENCE BVM6,5,Ess.,Mécanique,133 (wltp),31 810 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 2.0 TDI 150 FR DSG7,5,Dies.,Automatique,124 (wltp),42 710 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 2.0 TDI 150 S&S FR DSG,5,Dies.,Automatique,124 (wltp),38 660 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 2.0 TDI 150 S&S FR ONE DSG,5,Dies.,Automatique,NC,35 790 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 2.0 TDI 150 S&S STYLE BUSINESS DSG,5,Dies.,Automatique,120 (wltp),34 360 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 2.0 TDI 150 S&S STYLE DSG,5,Dies.,Automatique,120 (wltp),33 660 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 2.0 TDI 150 S&S XCELLENCE DSG,5,Dies.,Automatique,123 (wltp),36 110 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 2.0 TDI 150 S&S XCELLENCE ONE DSG,5,Dies.,Automatique,NC,33 750 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2020,Seat Leon,IV SPORTSTOURER 2.0 TDI 150 XCELLENCE DSG7,5,Dies.,Automatique,120 (wltp),38 520 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-4-st/2020/,SEAT,LEON,2020,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.0 ECOTSI 115 S&S STYLE BUSINESS DSG,5,Ess.,Automatique,104 (nedc),25 930 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.0 ECOTSI 115 S&S STYLE DSG,5,Ess.,Automatique,104 (nedc),25 340 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.0 TSI 115 S&S STYLE BUSINESS,5,Ess.,Mécanique,120 (wltp),24 320 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.0 TSI 115 S&S URBAN ADVANCED,5,Ess.,Mécanique,107 (nedc),23 875 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.0 TSI 115 START/STOP REFERENCE,5,Ess.,Mécanique,107 (nedc),20 390 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.0 TSI 115 START/STOP STYLE,5,Ess.,Mécanique,120 (wltp),23 640 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.2 TSI 110 S&S STYLE BUSINESS,5,Ess.,Mécanique,114 (nedc),23 500 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.2 TSI 110 S&S URBAN,5,Ess.,Mécanique,114 (nedc),23 100 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.2 TSI 110 S&S URBAN ADVANCED,5,Ess.,Mécanique,114 (nedc),23 445 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.2 TSI 110 START/STOP REFERENCE,5,Ess.,Mécanique,114 (nedc),19 990 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.2 TSI 110 START/STOP STYLE,5,Ess.,Mécanique,114 (nedc),22 800 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.4 TSI 150 ACT S&S FR DSG,5,Ess.,Automatique,118 (nedc),29 440 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.4 TSI 150 ACT S&S XCELLENCE,5,Ess.,Mécanique,113 (nedc),27 640 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.4 TSI 150 ACT S&S XCELLENCE DSG,5,Ess.,Automatique,118 (nedc),29 440 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.4 TSI 150 ACT START/STOP FR,5,Ess.,Mécanique,113 (nedc),27 640 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TGI 130 S&S STYLE,5,Ess./GNV,Mécanique,96 (nedc),25 990 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TGI 130 S&S STYLE BUSINESS,5,Ess./GNV,Mécanique,96 (nedc),26 580 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TGI 130 S&S STYLE BUSINESS DSG7,5,Ess./GNV,Automatique,112 (wltp),28 710 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TGI 130 S&S STYLE DSG,5,Ess./GNV,Automatique,111 (wltp),28 140 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TGI 130 S&S XCELLENCE,5,Ess./GNV,Mécanique,96 (nedc),29 040 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TGI 130 S&S XCELLENCE DSG,5,Ess./GNV,Automatique,115 (wltp),31 240 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TSI 150 ACT S&S 8CV FR DSG,5,Ess.,Automatique,109 (nedc),29 910 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TSI 150 ACT S&S 8CV XCELLENCE DSG,5,Ess.,Automatique,109 (nedc),29 910 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TSI 150 ACT S&S FR DSG,5,Ess.,Automatique,141 (wltp),30 540 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TSI 150 ACT S&S XCELLENCE,5,Ess.,Mécanique,133 (wltp),28 740 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TSI 150 ACT S&S XCELLENCE DSG,5,Ess.,Automatique,143 (wltp),30 540 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.5 TSI 150 ACT START/STOP FR,5,Ess.,Mécanique,131 (wltp),28 740 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 S&S STYLE DSG,5,Dies.,Automatique,102 (nedc),27 725 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 S&S URBAN,5,Dies.,Mécanique,105 (nedc),25 995 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 S&S URBAN ADVANCED,5,Dies.,Mécanique,100 (nedc),26 670 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 S&S URBAN ADVANCED DSG7,5,Dies.,Automatique,102 (nedc),28 370 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 S&S URBAN DSG7,5,Dies.,Automatique,108 (nedc),27 695 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 S&S XCELLENCE,5,Dies.,Mécanique,136 (wltp),29 740 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 S&S XCELLENCE DSG,5,Dies.,Automatique,102 (nedc),30 880 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 START/STOP REFERENCE,5,Dies.,Mécanique,100 (nedc),23 460 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 START/STOP STYLE,5,Dies.,Mécanique,127 (wltp),26 640 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 START/STOP STYLE BUSINESS,5,Dies.,Mécanique,128 (wltp),27 320 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.6 TDI 115 START/STOP STYLE BUSINESS DSG,5,Dies.,Automatique,102 (nedc),28 425 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.8 TSI 180 S&S FR,5,Ess.,Mécanique,138 (nedc),28 095 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.8 TSI 180 S&S XCELLENCE,5,Ess.,Mécanique,138 (nedc),28 095 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.8 TSI 180 S&S XCELLENCE DSG,5,Ess.,Automatique,134 (nedc),29 895 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 1.8 TSI 180 START/STOP FR DSG7,5,Ess.,Automatique,134 (nedc),29 895 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 2.0 TDI 150 S&S XCELLENCE,5,Dies.,Mécanique,134 (wltp),31 740 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 2.0 TDI 150 S&S XCELLENCE DSG,5,Dies.,Automatique,137 (wltp),33 610 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 2.0 TDI 150 START/STOP FR,5,Dies.,Mécanique,133 (wltp),31 740 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 2.0 TDI 150 START/STOP FR DSG,5,Dies.,Automatique,108 (nedc),33 610 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 2.0 TDI 184 S&S FR DSG,5,Dies.,Automatique,111 (nedc),33 330 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
Seat Leon,2018,Seat Leon,III (2) 2.0 TDI 184 S&S XCELLENCE,5,Dies.,Mécanique,118 (nedc),31 060 €,https://www.caradisiac.com/fiches-techniques/modele--seat-leon-3/2018/,SEAT,LEON,2018,Very Exact match,Partial match,Very Exact match
