marque,modele,prix,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,annee,age_days,age_years,age_months,km_per_year,km_per_month,id_annonce,prix_neuf,ratio_vr
PEUGEOT,PEUGEOT 308,11190.0,85830.0,Essence,Boite de vitesse automatique,130,2,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,117.0,Crit'Air 1,Non,2019,2234.0,6.1,74.5,14070.5,1152.1,476,30775.0,0.3636068237205524
PEUGEOT,PEUGEOT 508,21790.0,57129.0,Diesel,Boite de vitesse automatique,131,3,Break,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,126.0,Crit'Air 2,Non,2021,1345.0,3.7,44.8,15440.3,1275.2,477,48810.0,0.4464249129276788
RENAULT,RENAULT TWINGO,12690.0,53723.0,Essence,Boite de vitesse automatique,92,2,Citadine,5,4,Orange,Mi-cuir (Sellerie d'origine),EURO 6,116.0,Crit'Air 1,Non,2019,1996.0,5.5,66.5,9767.8,807.9,478,16950.0,0.7486725663716814
RENAULT,RENAULT CLIO,14690.0,26910.0,Essence,Boite de vitesse manuelle,100,Inconnu,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,100.0,Crit'Air 1,Non,2020,1744.0,4.8,58.1,5606.2,463.2,479,19706.666666666668,0.7454330175913396
PEUGEOT,PEUGEOT 3008,21390.0,79985.0,Diesel,Boite de vitesse automatique,180,Inconnu,SUV,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,164.0,Crit'Air 2,Non,2020,1765.0,4.8,58.8,16663.5,1360.3,480,44162.5,0.48434757996037364
KIA,KIA CEE'D,21090.0,95073.0,Diesel,Boite de vitesse automatique,136,2,Berline,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,124.5,Crit'Air 2,Unknown,2022,1147.0,3.1,38.2,30668.7,2488.8,481,35590.0,0.5925821860073054
CITROEN,CITROEN BERLINGO,15990.0,67506.0,Essence,Boite de vitesse manuelle,110,2,Monospace,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Unknown,2019,1987.0,5.4,66.2,12501.1,1019.7,482,25900.0,0.6173745173745174
NISSAN,NISSAN JUKE,14090.0,84854.0,Essence,Boite de vitesse manuelle,114,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,134.0,Crit'Air 1,Non,2021,1246.0,3.4,41.5,24957.1,2044.7,483,23290.0,0.6049806784027479
NISSAN,NISSAN QASHQAI,18490.0,38617.0,Essence,Boite de vitesse automatique,160,Inconnu,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,125.0,Crit'Air 1,Non,2020,1652.0,4.5,55.1,8581.6,700.9,484,34359.09090909091,0.5381399656039159
FIAT,FIAT 500,9790.0,83105.0,Essence,Boite de vitesse automatique,69,Inconnu,Citadine,3,4,Blanc,Tissu (Sellerie d'origine),EURO 6,111.0,Crit'Air 1,Non,2018,2498.0,6.8,83.3,12221.3,997.7,485,18263.666666666668,0.536036940373419
RENAULT,RENAULT CAPTUR,14190.0,55233.0,Essence,Boite de vitesse manuelle,101,1,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,136.0,Crit'Air 1,Non,2020,1748.0,4.8,58.3,11506.9,947.4,486,22350.0,0.6348993288590604
AUDI,AUDI A3,31890.0,23759.0,Diesel,Boite de vitesse automatique,150,Inconnu,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,126.0,Crit'Air 2,Non,2023,771.0,2.1,25.7,11313.8,924.5,487,41831.666666666664,0.7623411291286506
RENAULT,RENAULT CAPTUR,17490.0,50566.0,Essence,Boite de vitesse automatique,140,1,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,134.0,Crit'Air 1,Non,2022,1167.0,3.2,38.9,15801.9,1299.9,488,28950.0,0.6041450777202072
BMW,BMW X1,26490.0,67818.0,Essence,Boite de vitesse automatique,136,2,SUV,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,150.0,Crit'Air 1,Non,2021,1531.0,4.2,51.0,16147.1,1329.8,489,41850.0,0.6329749103942652
PEUGEOT,PEUGEOT 3008,15390.0,84944.0,Essence,Boite de vitesse automatique,130,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,109.0,Crit'Air 1,Oui,2020,1882.0,5.2,62.7,16335.4,1354.8,490,37100.0,0.41482479784366577
PEUGEOT,PEUGEOT 2008,14190.0,55037.0,Essence,Boite de vitesse manuelle,131,1,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,127.0,Crit'Air 1,Non,2020,1582.0,4.3,52.7,12799.3,1044.3,491,27975.0,0.5072386058981233
TOYOTA,TOYOTA YARIS,13290.0,60360.0,Essence,Boite de vitesse manuelle,111,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,110.0,Crit'Air 1,Unknown,2019,2140.0,5.9,71.3,10230.5,846.6,492,18425.0,0.7213025780189959
OPEL,OPEL MOKKA,18590.0,28702.0,Essence,Boite de vitesse manuelle,130,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,126.0,Crit'Air 1,Unknown,2022,986.0,2.7,32.9,10630.4,872.4,493,28450.0,0.653427065026362
VOLKSWAGEN,VOLKSWAGEN GOLF VIII,23490.0,51258.0,Hybride,Boite de vitesse automatique,245,Inconnu,Berline,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,36.0,Crit'Air 1,Non,2020,1647.0,4.5,54.9,11390.7,933.7,494,46550.0,0.5046186895810956
KIA,KIA PICANTO,9690.0,25247.0,Essence,Boite de vitesse manuelle,67,3,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,115.0,Crit'Air 1,Non,2022,1154.0,3.2,38.5,7889.7,655.8,495,14394.0,0.673197165485619
CITROEN,CITROEN C3,9990.0,5166.0,Essence,Boite de vitesse manuelle,110,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,106.0,Crit'Air 1,Non,2018,2322.0,6.4,77.4,807.2,66.7,496,17300.0,0.577456647398844
TOYOTA,TOYOTA COROLLA,19690.0,42302.0,Hybride,Boite de vitesse automatique,180,1,Berline,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,118.0,Crit'Air 1,Non,2020,1721.0,4.7,57.4,9000.4,737.0,497,32283.333333333332,0.6099122354155911
KIA,KIA RIO,15790.0,66915.0,Essence,Boite de vitesse automatique,120,2,Citadine,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,126.0,Crit'Air 1,Oui,2020,1660.0,4.5,55.3,14870.0,1210.0,498,22090.0,0.7148030783159801
PEUGEOT,PEUGEOT 108,8690.0,21437.0,Essence,Boite de vitesse manuelle,72,2,Citadine,5,4,Noir,Tissu (Sellerie d'origine),EURO 6,85.0,Crit'Air 1,Non,2020,1899.0,5.2,63.3,4122.5,338.7,499,14998.888888888889,0.5793762500925994
RENAULT,RENAULT GRAND SCENIC,15090.0,83004.0,Diesel,Boite de vitesse manuelle,110,2,Monospace,5,7,Blanc,Tissu (Sellerie d'origine),EURO 6,104.0,Crit'Air 2,Non,2018,2386.0,6.5,79.5,12769.8,1044.1,500,27900.0,0.5408602150537635
PEUGEOT,PEUGEOT 308,13290.0,71796.0,Diesel,Boite de vitesse automatique,120,3,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,95.0,Crit'Air 2,Oui,2017,2877.0,7.9,95.9,9088.1,748.7,501,30825.0,0.43114355231143553
AUDI,AUDI A3,22390.0,74373.0,Diesel,Boite de vitesse automatique,150,2,Berline,5,5,Noir,Cuir (Sellerie d'origine),EURO 6,116.0,Crit'Air 2,Oui,2018,2296.0,6.3,76.5,11805.2,972.2,502,40850.0,0.5481028151774786
VOLKSWAGEN,VOLKSWAGEN PASSAT,20890.0,89973.0,Diesel,Boite de vitesse automatique,150,2,Break,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,109.0,Crit'Air 2,Unknown,2019,2060.0,5.6,68.7,16066.6,1309.7,503,39710.0,0.526063963737094
CITROEN,CITROEN C3,10790.0,74134.0,Diesel,Boite de vitesse manuelle,102,1,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,111.0,Crit'Air 2,Non,2021,1478.0,4.0,49.3,18533.5,1503.7,504,21950.0,0.49157175398633257
PEUGEOT,PEUGEOT 208,8390.0,42090.0,Essence,Boite de vitesse manuelle,82,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,108.0,Crit'Air 1,Non,2019,2247.0,6.2,74.9,6788.7,561.9,505,17750.0,0.47267605633802817
AUDI,AUDI Q3,32790.0,59828.0,Diesel,Boite de vitesse automatique,150,1,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,150.0,Crit'Air 2,Non,2022,1097.0,3.0,36.6,19942.7,1634.6,506,50383.125,0.6508131442819396
PEUGEOT,PEUGEOT 3008,13190.0,60904.0,Essence,Boite de vitesse manuelle,130,1,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,117.0,Crit'Air 1,Non,2017,2700.0,7.4,90.0,8230.3,676.7,507,33250.0,0.39669172932330826
PEUGEOT,PEUGEOT EXPERT,23090.0,75104.0,Diesel,Boite de vitesse manuelle,120,2,Monospace,4,9,Blanc,Tissu (Sellerie d'origine),EURO 6,128.0,Crit'Air 2,Non,2020,1877.0,5.1,62.6,14726.3,1199.7,508,34350.0,0.6721979621542941
SEAT,SEAT ATECA,23790.0,46742.0,Diesel,Boite de vitesse automatique,150,Inconnu,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,131.0,Crit'Air 2,Non,2022,1044.0,2.9,34.8,16117.9,1343.2,509,40702.22222222222,0.5844889713911334
MERCEDES,MERCEDES-BENZ CLASSE A,29990.0,42793.0,Diesel,Boite de vitesse automatique,150,Inconnu,Berline,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,130.0,Crit'Air 2,Non,2022,842.0,2.3,28.1,18605.7,1522.9,510,44425.0,0.6750703432751829
SEAT,SEAT LEON,22590.0,34560.0,Essence,Boite de vitesse automatique,150,Inconnu,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,101.0,Crit'Air 1,Non,2020,1561.0,4.3,52.0,8037.2,664.6,511,38680.0,0.5840227507755946
BMW,BMW SÉRIE 3,30390.0,85397.0,Diesel,Boite de vitesse automatique,190,2,Break,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,142.0,Crit'Air 2,Oui,2020,1778.0,4.9,59.3,17428.0,1440.1,512,56387.5,0.5389492352028376
FORD,FORD FOCUS,14990.0,76507.0,Essence,Boite de vitesse manuelle,125,3,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,126.0,Crit'Air 1,Oui,2020,1744.0,4.8,58.1,15939.0,1316.8,513,28366.666666666668,0.5284371327849589
RENAULT,RENAULT MÉGANE,14590.0,60903.0,Diesel,Boite de vitesse automatique,110,3,Berline,5,5,Marron,Tissu (Sellerie d'origine),EURO 6,95.0,Crit'Air 2,Non,2018,2575.0,7.1,85.8,8577.9,709.8,514,29900.0,0.4879598662207358
PEUGEOT,PEUGEOT 308,15490.0,86818.0,Diesel,Boite de vitesse automatique,130,2,Break,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,123.0,Crit'Air 2,Non,2021,1388.0,3.8,46.3,22846.8,1875.1,515,34300.0,0.45160349854227405
HYUNDAI,HYUNDAI I20,16690.0,53747.0,Essence,Boite de vitesse automatique,101,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,121.0,Crit'Air 1,Non,2020,1612.0,4.4,53.7,12215.2,1000.9,516,26000.0,0.6419230769230769
SUZUKI,SUZUKI SWIFT,11890.0,66810.0,Essence,Boite de vitesse manuelle,90,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,106.0,Crit'Air 1,Non,2019,2184.0,6.0,72.8,11135.0,917.7,517,15990.0,0.7435897435897436
PEUGEOT,PEUGEOT 3008,18990.0,71278.0,Diesel,Boite de vitesse automatique,130,2,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,136.0,Crit'Air 2,Non,2020,1595.0,4.4,53.2,16199.5,1339.8,518,38500.0,0.49324675324675327
CITROEN,CITROEN C3 AIRCROSS,13890.0,44231.0,Essence,Boite de vitesse automatique,130,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,141.0,Crit'Air 1,Oui,2021,1502.0,4.1,50.1,10788.0,882.9,519,27040.0,0.5136834319526628
PEUGEOT,PEUGEOT 208,10790.0,59686.0,Essence,Boite de vitesse manuelle,100,2,Citadine,5,5,Jaune,Mi-cuir (Sellerie d'origine),EURO 6,96.0,Crit'Air 1,Non,2020,1869.0,5.1,62.3,11703.1,958.0,520,22380.0,0.48212689901697947
VOLKSWAGEN,VOLKSWAGEN POLO,18990.0,62260.0,Essence,Boite de vitesse automatique,115,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,106.0,Crit'Air 1,Non,2019,2052.0,5.6,68.4,11117.9,910.2,521,25010.0,0.759296281487405
DACIA,DACIA SANDERO,16090.0,12886.0,Essence,Boite de vitesse manuelle,91,1,Citadine,5,5,Vert,Tissu (Sellerie d'origine),EURO 6,127.0,Crit'Air 1,Non,2023,715.0,2.0,23.8,6443.0,541.4,522,17333.333333333332,0.9282692307692308
SKODA,SKODA KAMIQ,20490.0,41828.0,Essence,Boite de vitesse automatique,150,4,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,135.0,Crit'Air 1,Non,2022,1169.0,3.2,39.0,13071.2,1072.5,523,30394.0,0.6741462130683687
DACIA,DACIA SANDERO,13390.0,51913.0,Essence,Boite de vitesse manuelle,91,1,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,127.0,Crit'Air 1,Unknown,2021,1363.0,3.7,45.4,14030.5,1143.5,524,14290.0,0.9370188943317005
CITROEN,CITROEN C5 X,23090.0,32683.0,Essence,Boite de vitesse automatique,181,2,Berline,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,147.0,Crit'Air 1,Non,2023,679.0,1.9,22.6,17201.6,1446.2,525,41200.0,0.5604368932038835
OPEL,OPEL CORSA,14690.0,48115.0,Essence,Boite de vitesse automatique,130,2,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,122.0,Crit'Air 1,Non,2021,1413.0,3.9,47.1,12337.2,1021.5,526,26300.0,0.5585551330798479
RENAULT,RENAULT CAPTUR,12490.0,53243.0,Diesel,Boite de vitesse manuelle,90,2,SUV,5,5,Marron,Tissu (Sellerie d'origine),EURO 6,111.0,Crit'Air 2,Unknown,2018,2556.0,7.0,85.2,7606.1,624.9,527,22500.0,0.5551111111111111
RENAULT,RENAULT GRAND SCENIC,16990.0,74168.0,Diesel,Boite de vitesse automatique,110,2,Monospace,5,7,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,104.0,Crit'Air 2,Oui,2017,2862.0,7.8,95.4,9508.7,777.4,528,33800.0,0.5026627218934911
PEUGEOT,PEUGEOT 5008,16390.0,57094.0,Essence,Boite de vitesse automatique,130,1,SUV,5,7,Blanc,Tissu (Sellerie d'origine),EURO 6,115.0,Crit'Air 1,Non,2018,2357.0,6.5,78.6,8783.7,726.4,529,37125.0,0.4414814814814815
AUDI,AUDI A3,13790.0,84240.0,Essence,Boite de vitesse manuelle,115,2,Berline,3,5,Noir,Tissu (Sellerie d'origine),EURO 6,107.0,Crit'Air 1,Non,2017,2735.0,7.5,91.2,11232.0,923.7,530,29003.333333333332,0.4754625905068383
VOLKSWAGEN,VOLKSWAGEN T-CROSS,16190.0,61331.0,Essence,Boite de vitesse manuelle,110,3,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,133.0,Crit'Air 1,Non,2021,1517.0,4.2,50.6,14602.6,1212.1,531,24670.0,0.6562626672071342
PEUGEOT,PEUGEOT 208,11190.0,48710.0,Essence,Boite de vitesse automatique,110,2,Citadine,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,108.0,Crit'Air 1,Unknown,2018,2588.0,7.1,86.3,6860.6,564.4,532,23325.0,0.4797427652733119
VOLKSWAGEN,VOLKSWAGEN TOURAN,19890.0,95192.0,Diesel,Boite de vitesse automatique,115,2,Monospace,5,7,Gris,Tissu (Sellerie d'origine),EURO 6,104.0,Crit'Air 2,Non,2019,2266.0,6.2,75.5,15353.5,1260.8,533,35690.0,0.5572989632950406
OPEL,OPEL CORSA,15590.0,38847.0,Diesel,Boite de vitesse manuelle,100,1,Citadine,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,107.0,Crit'Air 2,Non,2022,1045.0,2.9,34.8,13395.5,1116.3,534,23250.0,0.6705376344086021
HYUNDAI,HYUNDAI I30 FASTBACK,16090.0,88920.0,Essence,Boite de vitesse automatique,140,3,Berline,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Oui,2018,2648.0,7.3,88.3,12180.8,1007.0,535,33000.0,0.48757575757575755
SKODA,SKODA KAMIQ,19990.0,51178.0,Essence,Boite de vitesse automatique,116,2,SUV,5,5,Bleu,Cuir (Sellerie d'origine),EURO 6,138.0,Crit'Air 1,Non,2020,1615.0,4.4,53.8,11631.4,951.3,536,29150.0,0.6857632933104632
SEAT,SEAT TARRACO,31390.0,34017.0,Essence,Boite de vitesse automatique,150,3,SUV,5,7,Noir,Alcantara (Sellerie d'origine),EURO 6,172.0,Crit'Air 1,Oui,2020,1591.0,4.4,53.0,7731.1,641.8,537,43830.0,0.7161761350673055
RENAULT,RENAULT MÉGANE,15790.0,65321.0,Diesel,Boite de vitesse manuelle,115,2,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,121.0,Crit'Air 2,Non,2021,1479.0,4.1,49.3,15932.0,1325.0,538,30050.0,0.5254575707154742
FIAT,FIAT 500C,11790.0,81514.0,Essence,Boite de vitesse automatique,69,Inconnu,Cabriolet,2,4,Gris,Tissu (Sellerie d'origine),EURO 6,141.0,Crit'Air 1,Unknown,2020,1807.0,5.0,60.2,16302.8,1354.1,539,21090.0,0.5590327169274538
PEUGEOT,PEUGEOT 2008,12790.0,40984.0,Essence,Boite de vitesse automatique,130,1,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,108.0,Crit'Air 1,Non,2019,1961.0,5.4,65.4,7589.6,626.7,540,23550.0,0.5430997876857749
CITROEN,CITROEN C4 GRAND SPACETOURER,16190.0,60738.0,Diesel,Boite de vitesse manuelle,131,2,Monospace,5,7,Beige,Tissu (Sellerie d'origine),EURO 6,128.0,Crit'Air 2,Non,2021,1513.0,4.1,50.4,14814.1,1205.1,541,39350.0,0.41143583227445996
MITSUBISHI,MITSUBISHI ECLIPSE CROSS,25490.0,25728.0,Hybride,Boite de vitesse automatique,188,1,SUV,5,5,Gris,Alcantara (Sellerie d'origine),EURO 6,46.0,Crit'Air 1,Non,2022,1120.0,3.1,37.3,8299.4,689.8,542,45740.0,0.5572802798425885
SMART,SMART FORTWO,10990.0,61928.0,Essence,Boite de vitesse automatique,90,3,Citadine,3,2,Gris,Tissu (Sellerie d'origine),EURO 6,96.0,Crit'Air 1,Oui,2017,2668.0,7.3,88.9,8483.3,696.6,543,15750.0,0.6977777777777778
NISSAN,NISSAN QASHQAI,14190.0,75620.0,Essence,Boite de vitesse manuelle,115,Inconnu,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Non,2018,2574.0,7.1,85.8,10650.7,881.4,544,27516.666666666668,0.5156874621441551
DACIA,DACIA JOGGER,18490.0,42574.0,Essence,Boite de vitesse manuelle,110,1,Break,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,128.0,Crit'Air 1,Non,2023,747.0,2.0,24.9,21287.0,1709.8,545,22650.0,0.8163355408388521
HYUNDAI,HYUNDAI TUCSON,14190.0,83114.0,Essence,Boite de vitesse manuelle,132,Inconnu,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,147.0,Crit'Air 1,Non,2017,2723.0,7.5,90.8,11081.9,915.4,546,25750.0,0.5510679611650485
VOLKSWAGEN,VOLKSWAGEN T-ROC,29890.0,21245.0,Essence,Boite de vitesse automatique,150,2,SUV,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,145.0,Crit'Air 1,Oui,2022,938.0,2.6,31.3,8171.2,678.8,547,43095.0,0.6935839424527207
CITROEN,CITROEN C5 AIRCROSS,13690.0,61086.0,Essence,Boite de vitesse manuelle,131,Inconnu,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Non,2020,1729.0,4.7,57.6,12997.0,1060.5,548,32775.0,0.41769641495041954
VOLVO,VOLVO V40,18090.0,57526.0,Essence,Boite de vitesse automatique,152,2,Berline,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Non,2018,2540.0,7.0,84.7,8218.0,679.2,549,30850.0,0.5863857374392221
DACIA,DACIA SANDERO,10490.0,43125.0,Essence,Boite de vitesse manuelle,90,2,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,115.0,Crit'Air 1,Non,2017,2812.0,7.7,93.7,5600.6,460.2,550,12920.0,0.8119195046439629
CUPRA,CUPRA LEON,28090.0,16381.0,Essence,Boite de vitesse automatique,150,1,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,136.0,Crit'Air 1,Non,2023,687.0,1.9,22.9,8621.6,715.3,551,41773.333333333336,0.672438557293329
PEUGEOT,PEUGEOT 2008,16190.0,51956.0,Essence,Boite de vitesse automatique,131,Inconnu,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,109.0,Crit'Air 1,Non,2020,1580.0,4.3,52.7,12082.8,985.9,552,29600.0,0.5469594594594595
MERCEDES,MERCEDES-BENZ GLA,33490.0,28555.0,Diesel,Boite de vitesse automatique,150,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,142.0,Crit'Air 2,Non,2020,1685.0,4.6,56.2,6207.6,508.1,553,44700.0,0.7492170022371365
TOYOTA,TOYOTA C-HR,18890.0,57951.0,Hybride,Boite de vitesse automatique,122,Inconnu,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,86.0,Crit'Air 1,Non,2019,2165.0,5.9,72.2,9822.2,802.6,554,32234.615384615383,0.5860159885455196
PEUGEOT,PEUGEOT 208,18290.0,2165.0,Essence,Boite de vitesse manuelle,100,1,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Non,2024,288.0,0.8,9.6,2706.2,225.5,555,24650.0,0.7419878296146044
PEUGEOT,PEUGEOT 5008,25590.0,41675.0,Diesel,Boite de vitesse automatique,130,2,SUV,5,7,Gris,Mi-cuir (Sellerie d'origine),EURO 6,140.0,Crit'Air 2,Non,2022,1086.0,3.0,36.2,13891.7,1151.2,556,46690.0,0.5480831013064896
CITROEN,CITROEN BERLINGO,25390.0,29529.0,Diesel,Boite de vitesse manuelle,131,2,Monospace,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,137.0,Crit'Air 2,Oui,2022,833.0,2.3,27.8,12838.7,1062.2,557,27750.0,0.9149549549549549
PEUGEOT,PEUGEOT 208,13990.0,13108.0,Essence,Boite de vitesse manuelle,100,1,Citadine,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,117.0,Crit'Air 1,Non,2022,986.0,2.7,32.9,4854.8,398.4,558,26220.0,0.5335621662852784
TOYOTA,TOYOTA YARIS,10990.0,98754.0,Essence,Boite de vitesse manuelle,72,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,128.0,Crit'Air 1,Oui,2021,1525.0,4.2,50.8,23512.9,1944.0,559,20500.0,0.5360975609756098
RENAULT,RENAULT CLIO,14890.0,12774.0,Essence,Boite de vitesse manuelle,91,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,118.0,Crit'Air 1,Non,2021,1503.0,4.1,50.1,3115.6,255.0,560,19475.0,0.7645699614890886
MAZDA,MAZDA CX-3,17090.0,74728.0,Essence,Boite de vitesse manuelle,121,3,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,141.0,Crit'Air 1,Non,2019,2053.0,5.6,68.4,13344.3,1092.5,561,26500.0,0.6449056603773585
VOLKSWAGEN,VOLKSWAGEN POLO,16390.0,95932.0,Essence,Boite de vitesse automatique,115,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,104.0,Crit'Air 1,Unknown,2018,2296.0,6.3,76.5,15227.3,1254.0,562,23100.0,0.7095238095238096
PEUGEOT,PEUGEOT 108,10990.0,22649.0,Essence,Boite de vitesse automatique,69,2,Citadine,5,4,Gris,Tissu (Sellerie d'origine),EURO 6,97.0,Crit'Air 1,Unknown,2017,2966.0,8.1,98.9,2796.2,229.0,563,15375.0,0.7147967479674797
RENAULT,RENAULT TWINGO,10590.0,93286.0,Essence,Boite de vitesse automatique,90,3,Citadine,5,4,Violet,Tissu (Sellerie d'origine),EURO 6,108.0,Crit'Air 1,Oui,2017,2660.0,7.3,88.7,12778.9,1051.7,564,16100.0,0.6577639751552795
VOLKSWAGEN,VOLKSWAGEN T-ROC,25590.0,71774.0,Essence,Boite de vitesse automatique,150,1,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,151.0,Crit'Air 1,Non,2022,1183.0,3.2,39.4,22429.4,1821.7,565,43095.0,0.5938043856595893
FORD,FORD PUMA,18690.0,46056.0,Essence,Boite de vitesse automatique,125,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Non,2022,1153.0,3.2,38.4,14392.5,1199.4,566,28875.0,0.6472727272727272
HYUNDAI,HYUNDAI I20,15790.0,23069.0,Essence,Boite de vitesse manuelle,100,1,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,118.0,Crit'Air 1,Non,2022,869.0,2.4,29.0,9612.1,795.5,567,23650.0,0.6676532769556025
MERCEDES,MERCEDES-BENZ CLASSE GLC,32190.0,84493.0,Hybride,Boite de vitesse automatique,320,3,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,64.0,Crit'Air 1,Non,2018,2577.0,7.1,85.9,11900.4,983.6,568,59900.0,0.5373956594323873
RENAULT,RENAULT CLIO,17590.0,56289.0,Essence,Boite de vitesse automatique,130,1,Citadine,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Non,2019,2079.0,5.7,69.3,9875.3,812.3,569,25600.0,0.687109375
FIAT,FIAT 500,11390.0,28016.0,Essence,Boite de vitesse manuelle,70,2,Citadine,3,4,Gris,Mi-cuir (Sellerie d'origine),EURO 6,106.0,Crit'Air 1,Non,2022,1077.0,3.0,35.9,9338.7,780.4,570,22051.764705882353,0.5165119504908238
AUDI,AUDI A5 SPORTBACK,33890.0,30503.0,Essence,Boite de vitesse automatique,204,1,Berline,5,5,Marron,Mi-cuir (Sellerie d'origine),EURO 6,145.0,Crit'Air 1,Non,2022,1062.0,2.9,35.4,10518.3,861.7,571,60856.666666666664,0.5568822917237224
TOYOTA,TOYOTA YARIS,14790.0,66816.0,Hybride,Boite de vitesse automatique,100,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,84.0,Crit'Air 1,Non,2019,2232.0,6.1,74.4,10953.4,898.1,572,21262.85714285714,0.695579145391024
