marque,modele,prix,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,nb_porte,nb_place,couleur,sellerie,classe_emission,emission_CO2,crit_air,usage_commerciale_anterieure,annee,age_days,age_years,age_months,km_per_year,km_per_month,id_annonce,prix_neuf,ratio_vr
BMW,BMW SÉRIE 1,27790.0,24912.0,Essence,Boite de vitesse automatique,136,Inconnu,Berline,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,134.0,Crit'Air 1,Non,2021,1258.0,3.4,41.9,7327.1,594.6,1229,39000.0,0.7125641025641025
CITROEN,CITROEN SPACETOURER,27990.0,73816.0,Diesel,Boite de vitesse manuelle,120,1,Monospace,5,8,Noir,Tissu (Sellerie d'origine),EURO 6,167.0,Crit'Air 2,Unknown,2020,1655.0,4.5,55.2,16403.6,1337.2,1230,41300.0,0.6777239709443099
OPEL,OPEL CORSA,12690.0,92671.0,Essence,Boite de vitesse automatique,130,2,Citadine,5,5,Orange,Cuir (Sellerie d'origine),EURO 6,101.0,Crit'Air 1,Non,2019,1988.0,5.4,66.3,17161.3,1397.8,1231,26300.0,0.48250950570342205
SEAT,SEAT ARONA,12590.0,80024.0,Essence,Boite de vitesse manuelle,115,3,SUV,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,113.0,Crit'Air 1,Oui,2017,2717.0,7.4,90.6,10814.1,883.3,1232,24100.0,0.5224066390041494
RENAULT,RENAULT KADJAR,12590.0,45003.0,Essence,Boite de vitesse manuelle,130,Inconnu,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,127.0,Crit'Air 1,Non,2017,2672.0,7.3,89.1,6164.8,505.1,1233,27883.333333333332,0.45152420800956367
RENAULT,RENAULT MÉGANE,18790.0,37249.0,Hybride,Boite de vitesse automatique,160,2,Break,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,34.0,Crit'Air 1,Non,2021,1510.0,4.1,50.3,9085.1,740.5,1234,42600.0,0.4410798122065728
RENAULT,RENAULT CLIO,16990.0,37421.0,Essence,Boite de vitesse manuelle,140,Inconnu,Citadine,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,122.0,Crit'Air 1,Non,2022,1111.0,3.0,37.0,12473.7,1011.4,1235,26050.0,0.6522072936660269
VOLKSWAGEN,VOLKSWAGEN TIGUAN,18790.0,91907.0,Essence,Boite de vitesse manuelle,150,3,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,130.0,Crit'Air 1,Oui,2019,2155.0,5.9,71.8,15577.5,1280.0,1236,34360.0,0.5468568102444703
AUDI,AUDI A1,20690.0,43253.0,Essence,Boite de vitesse automatique,110,1,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,134.0,Crit'Air 1,Non,2021,1266.0,3.5,42.2,12358.0,1025.0,1237,28210.0,0.7334278624601205
MINI,MINI MINI,25590.0,38543.0,Essence,Boite de vitesse automatique,178,1,Citadine,3,4,Noir,Mi-cuir (Sellerie d'origine),EURO 6,135.0,Crit'Air 1,Non,2022,1178.0,3.2,39.3,12044.7,980.7,1238,34900.0,0.7332378223495702
RENAULT,RENAULT CLIO,10890.0,61917.0,Essence,Boite de vitesse manuelle,90,2,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,113.0,Crit'Air 1,Unknown,2019,2182.0,6.0,72.7,10319.5,851.7,1239,19950.0,0.5458646616541354
DACIA,DACIA SANDERO,12090.0,75622.0,Diesel,Boite de vitesse manuelle,95,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,114.5,Crit'Air 2,Unknown,2019,1933.0,5.3,64.4,14268.3,1174.3,1240,15090.0,0.8011928429423459
CITROEN,CITROEN C3,9090.0,67738.0,Essence,Boite de vitesse manuelle,110,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,104.0,Crit'Air 1,Non,2019,2140.0,5.9,71.3,11481.0,950.0,1241,18050.0,0.503601108033241
MINI,MINI COUNTRYMAN,23990.0,51669.0,Essence,Boite de vitesse automatique,136,1,SUV,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,148.0,Crit'Air 1,Non,2023,800.0,2.2,26.7,23485.9,1935.2,1242,40700.0,0.5894348894348894
MERCEDES,MERCEDES-BENZ CLASSE GLB,40090.0,41243.0,Diesel,Boite de vitesse automatique,150,2,SUV,5,7,Gris,Alcantara (Sellerie d'origine),EURO 6,147.0,Crit'Air 2,Unknown,2022,986.0,2.7,32.9,15275.2,1253.6,1243,51550.0,0.7776915615906886
RENAULT,RENAULT CLIO,10490.0,37660.0,Essence,Boite de vitesse manuelle,76,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,113.0,Crit'Air 1,Non,2018,2298.0,6.3,76.6,5977.8,491.6,1244,16800.0,0.6244047619047619
PEUGEOT,PEUGEOT 208,10890.0,37540.0,Essence,Boite de vitesse manuelle,110,2,Citadine,5,5,Blanc,Cuir (Sellerie d'origine),EURO 6,101.5,Crit'Air 1,Unknown,2018,2452.0,6.7,81.7,5603.0,459.5,1245,21525.0,0.5059233449477352
DACIA,DACIA DUSTER,14390.0,81020.0,Diesel,Boite de vitesse manuelle,116,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,129.0,Crit'Air 2,Non,2020,1596.0,4.4,53.2,18413.6,1522.9,1246,20600.0,0.6985436893203884
MERCEDES,MERCEDES-BENZ CLASSE A,26590.0,38487.0,Essence,Boite de vitesse automatique,136,3,Berline,5,5,Noir,Alcantara (Sellerie d'origine),EURO 6,139.0,Crit'Air 1,Non,2021,1442.0,4.0,48.1,9621.8,800.1,1247,40175.0,0.6618543870566272
VOLKSWAGEN,VOLKSWAGEN GOLF VII,14590.0,56524.0,Essence,Boite de vitesse manuelle,115,Inconnu,Berline,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,107.0,Crit'Air 1,Non,2019,2067.0,5.7,68.9,9916.5,820.4,1248,26683.529411764706,0.546779242537807
OPEL,OPEL INSIGNIA GRAND SPORT,15290.0,76311.0,Diesel,Boite de vitesse manuelle,122,1,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,124.0,Crit'Air 2,Non,2020,1595.0,4.4,53.2,17343.4,1434.4,1249,37200.0,0.4110215053763441
DACIA,DACIA SANDERO,10590.0,38336.0,Essence,Boite de vitesse manuelle,90,1,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,125.0,Crit'Air 1,Non,2018,2420.0,6.6,80.7,5808.5,475.0,1250,12905.0,0.8206121658271988
KIA,KIA STONIC,12190.0,87897.0,Essence,Boite de vitesse manuelle,120,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,115.0,Crit'Air 1,Non,2018,2487.0,6.8,82.9,12926.0,1060.3,1251,22065.0,0.5524586449127578
MAZDA,MAZDA CX-30,28090.0,12711.0,Essence,Boite de vitesse automatique,186,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,138.0,Crit'Air 1,Non,2023,649.0,1.8,21.6,7061.7,588.5,1252,36650.0,0.7664392905866303
VOLKSWAGEN,VOLKSWAGEN UP!,10390.0,4692.0,Essence,Boite de vitesse manuelle,65,1,Citadine,5,4,Blanc,Tissu (Sellerie d'origine),EURO 6,118.0,Crit'Air 1,Non,2021,1516.0,4.2,50.5,1117.1,92.9,1253,15500.0,0.6703225806451613
OPEL,OPEL CROSSLAND X,10290.0,70943.0,Essence,Boite de vitesse manuelle,130,1,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,116.0,Crit'Air 1,Non,2018,2396.0,6.6,79.9,10748.9,887.9,1254,22500.0,0.4573333333333333
FORD,FORD PUMA,18090.0,53796.0,Ethanol,Boite de vitesse manuelle,125,1,SUV,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,126.0,Crit'Air 1,Non,2022,1134.0,3.1,37.8,17353.5,1423.2,1255,27537.5,0.656922378574671
KIA,KIA STONIC,14690.0,89378.0,Essence,Boite de vitesse automatique,120,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,129.0,Crit'Air 1,Non,2020,1581.0,4.3,52.7,20785.6,1696.0,1256,25865.0,0.5679489657838779
PEUGEOT,PEUGEOT 208,12990.0,7714.0,Essence,Boite de vitesse manuelle,100,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,118.0,Crit'Air 1,Oui,2021,1287.0,3.5,42.9,2204.0,179.8,1257,22588.0,0.5750841154595361
CITROEN,CITROEN C3 AIRCROSS,9690.0,68435.0,Essence,Boite de vitesse manuelle,110,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,125.4,Crit'Air 1,Unknown,2020,1898.0,5.2,63.3,13160.6,1081.1,1258,22810.0,0.42481367821131083
PEUGEOT,PEUGEOT 3008,18990.0,40113.0,Essence,Boite de vitesse automatique,130,1,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,146.0,Crit'Air 1,Non,2021,1519.0,4.2,50.6,9550.7,792.7,1259,39670.0,0.47869926896899423
RENAULT,RENAULT CLIO,9990.0,54662.0,Diesel,Boite de vitesse manuelle,76,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,114.0,Crit'Air 2,Non,2019,1959.0,5.4,65.3,10122.6,837.1,1260,11990.0,0.8331943286071727
MERCEDES,MERCEDES-BENZ CLASSE A,20890.0,75410.0,Essence,Boite de vitesse automatique,163,2,Berline,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Non,2018,2312.0,6.3,77.1,11969.8,978.1,1261,38425.0,0.5436564736499675
VOLKSWAGEN,VOLKSWAGEN T-CROSS,23490.0,7043.0,Essence,Boite de vitesse automatique,115,1,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,133.0,Crit'Air 1,Non,2024,264.0,0.7,8.8,10061.4,800.3,1262,29820.0,0.7877263581488934
PEUGEOT,PEUGEOT 208,13190.0,60985.0,Essence,Boite de vitesse automatique,100,2,Citadine,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,123.0,Crit'Air 1,Non,2021,1517.0,4.2,50.6,14520.2,1205.2,1263,25060.0,0.5263367916999202
VOLKSWAGEN,VOLKSWAGEN T-CROSS,16990.0,79464.0,Essence,Boite de vitesse automatique,110,Inconnu,SUV,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,106.0,Crit'Air 1,Non,2020,1603.0,4.4,53.4,18060.0,1488.1,1264,27968.0,0.6074799771167048
PEUGEOT,PEUGEOT 3008,15190.0,77894.0,Essence,Boite de vitesse automatique,130,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,117.0,Crit'Air 1,Non,2019,2276.0,6.2,75.9,12563.5,1026.3,1265,35350.0,0.4297029702970297
PEUGEOT,PEUGEOT 208,10890.0,37985.0,Essence,Boite de vitesse manuelle,100,1,Citadine,5,5,Jaune,Mi-cuir (Sellerie d'origine),EURO 6,124.0,Crit'Air 1,Non,2020,1757.0,4.8,58.6,7913.5,648.2,1266,22380.0,0.4865951742627346
RENAULT,RENAULT MÉGANE,14190.0,77305.0,Essence,Boite de vitesse manuelle,140,2,Berline,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,114.0,Crit'Air 1,Non,2018,2512.0,6.9,83.7,11203.6,923.6,1267,27950.0,0.5076923076923077
AUDI,AUDI A1,17990.0,32231.0,Essence,Boite de vitesse manuelle,116,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,102.0,Crit'Air 1,Non,2019,2126.0,5.8,70.9,5557.1,454.6,1268,27030.0,0.6655567887532371
MAZDA,MAZDA CX-30,21090.0,86445.0,Essence,Boite de vitesse automatique,186,2,SUV,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,138.0,Crit'Air 1,Non,2021,1409.0,3.9,47.0,22165.4,1839.3,1269,37400.0,0.563903743315508
CITROEN,CITROEN C3,9190.0,85825.0,Essence,Boite de vitesse manuelle,110,1,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,104.0,Crit'Air 1,Non,2019,2050.0,5.6,68.3,15325.9,1256.6,1270,20750.0,0.44289156626506027
FIAT,FIAT 500C,9790.0,61759.0,Essence,Boite de vitesse manuelle,69,5,Cabriolet,2,4,Noir,Mi-cuir (Sellerie d'origine),EURO 6,109.0,Crit'Air 1,Non,2019,1987.0,5.4,66.2,11436.9,932.9,1271,18790.0,0.5210218201170835
FIAT,FIAT 500,9390.0,94595.0,Essence,Boite de vitesse manuelle,70,Inconnu,Citadine,3,4,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,106.0,Crit'Air 1,Non,2022,1108.0,3.0,36.9,31531.7,2563.6,1272,22051.764705882353,0.4258162612035851
PEUGEOT,PEUGEOT 3008,14190.0,44822.0,Essence,Boite de vitesse manuelle,130,1,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,124.0,Crit'Air 1,Non,2017,2702.0,7.4,90.1,6057.0,497.5,1273,33250.0,0.4267669172932331
PEUGEOT,PEUGEOT 3008,25190.0,33959.0,Diesel,Boite de vitesse automatique,130,2,SUV,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,143.0,Crit'Air 2,Non,2023,664.0,1.8,22.1,18866.1,1536.6,1274,41420.0,0.6081603090294544
SKODA,SKODA FABIA,15090.0,33283.0,Essence,Boite de vitesse automatique,110,1,Citadine,5,5,Vert,Tissu (Sellerie d'origine),EURO 6,102.0,Crit'Air 1,Non,2019,2050.0,5.6,68.3,5943.4,487.3,1275,19840.0,0.7605846774193549
MITSUBISHI,MITSUBISHI SPACE STAR,10790.0,9630.0,Essence,Boite de vitesse automatique,80,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,114.0,Crit'Air 1,Oui,2019,2204.0,6.0,73.5,1605.0,131.0,1276,16990.0,0.6350794585050029
PEUGEOT,PEUGEOT 308,10990.0,60572.0,Essence,Boite de vitesse manuelle,130,2,Berline,5,5,Bleu,Mi-cuir (Sellerie d'origine),EURO 6,107.0,Crit'Air 1,Non,2017,2843.0,7.8,94.8,7765.6,638.9,1277,28950.0,0.37962003454231436
PEUGEOT,PEUGEOT 2008,16990.0,46213.0,Essence,Boite de vitesse automatique,131,1,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,136.0,Crit'Air 1,Non,2021,1531.0,4.2,51.0,11003.1,906.1,1278,34585.0,0.49125343356946655
RENAULT,RENAULT KADJAR,12590.0,45003.0,Essence,Boite de vitesse manuelle,130,Inconnu,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,127.0,Crit'Air 1,Non,2017,2672.0,7.3,89.1,6164.8,505.1,1279,27883.333333333332,0.45152420800956367
VOLKSWAGEN,VOLKSWAGEN TAIGO,24290.0,49253.0,Essence,Boite de vitesse automatique,150,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,132.0,Crit'Air 1,Non,2023,732.0,2.0,24.4,24626.5,2018.6,1280,34455.0,0.7049775068930489
BMW,BMW X2,29690.0,19887.0,Essence,Boite de vitesse automatique,136,1,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,145.0,Crit'Air 1,Non,2022,1094.0,3.0,36.5,6629.0,544.8,1281,46450.0,0.6391819160387513
PEUGEOT,PEUGEOT 3008,18990.0,84585.0,Diesel,Boite de vitesse automatique,130,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,98.0,Crit'Air 2,Non,2020,1869.0,5.1,62.3,16585.3,1357.7,1282,39300.0,0.483206106870229
CITROEN,CITROEN C3 AIRCROSS,9390.0,83619.0,Essence,Boite de vitesse manuelle,110,2,SUV,5,5,Beige,Tissu (Sellerie d'origine),EURO 6,115.0,Crit'Air 1,Non,2018,2449.0,6.7,81.6,12480.4,1024.7,1283,21950.0,0.42779043280182233
NISSAN,NISSAN QASHQAI,19490.0,69859.0,Essence,Boite de vitesse automatique,160,Inconnu,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,146.0,Crit'Air 1,Non,2020,1575.0,4.3,52.5,16246.3,1330.6,1284,34359.09090909091,0.5672443444900118
PEUGEOT,PEUGEOT 208,11190.0,41999.0,Essence,Boite de vitesse manuelle,100,3,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,118.0,Crit'Air 1,Non,2021,1468.0,4.0,48.9,10499.8,858.9,1285,21540.0,0.5194986072423399
PEUGEOT,PEUGEOT 2008,8190.0,99021.0,Essence,Boite de vitesse manuelle,110,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,103.0,Crit'Air 1,Non,2017,2688.0,7.4,89.6,13381.2,1105.1,1286,23675.0,0.34593453009503694
PEUGEOT,PEUGEOT 208,12790.0,14878.0,Essence,Boite de vitesse manuelle,100,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,96.0,Crit'Air 1,Non,2019,1989.0,5.4,66.3,2755.2,224.4,1287,22573.333333333332,0.566597755463674
FORD,FORD FIESTA,11390.0,72406.0,Ethanol,Boite de vitesse manuelle,100,2,Citadine,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,105.0,Crit'Air 1,Unknown,2018,2427.0,6.6,80.9,10970.6,895.0,1288,21250.0,0.536
RENAULT,RENAULT CLIO,13490.0,68782.0,Essence,Boite de vitesse manuelle,100,Inconnu,Citadine,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,100.0,Crit'Air 1,Non,2019,1988.0,5.4,66.3,12737.4,1037.4,1289,21300.0,0.6333333333333333
RENAULT,RENAULT ARKANA,21890.0,14746.0,Essence,Boite de vitesse automatique,140,1,SUV,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,132.0,Crit'Air 1,Non,2023,659.0,1.8,22.0,8192.2,670.3,1290,33425.0,0.6548990276738967
CITROEN,CITROEN C4 CACTUS,8090.0,53399.0,Essence,Boite de vitesse manuelle,82,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,107.0,Crit'Air 1,Non,2017,2750.0,7.5,91.7,7119.9,582.3,1291,17716.666666666668,0.4566321730950141
CITROEN,CITROEN C1,8890.0,6228.0,Essence,Boite de vitesse manuelle,69,1,Citadine,5,4,Rouge,Tissu (Sellerie d'origine),EURO 6,95.0,Crit'Air 1,Non,2018,2578.0,7.1,85.9,877.2,72.5,1292,12971.42857142857,0.685352422907489
TOYOTA,TOYOTA YARIS,16190.0,82476.0,Hybride,Boite de vitesse automatique,100,2,Citadine,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,112.0,Crit'Air 1,Non,2020,1763.0,4.8,58.8,17182.5,1402.7,1293,23150.0,0.6993520518358531
CITROEN,CITROEN C3,12190.0,25759.0,Essence,Boite de vitesse manuelle,83,Inconnu,Citadine,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,124.0,Crit'Air 1,Non,2021,1450.0,4.0,48.3,6439.8,533.3,1294,21800.0,0.5591743119266055
MERCEDES,MERCEDES-BENZ CLASSE A,19090.0,90740.0,Essence,Boite de vitesse automatique,136,Inconnu,Berline,5,5,Noir,Mi-cuir (Sellerie d'origine),EURO 6,119.0,Crit'Air 1,Non,2019,2088.0,5.7,69.6,15919.3,1303.7,1295,34133.333333333336,0.5592773437499999
CITROEN,CITROEN C3,10390.0,21489.0,Essence,Boite de vitesse manuelle,83,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,123.0,Crit'Air 1,Oui,2023,649.0,1.8,21.6,11938.3,994.9,1296,20205.25,0.5142227886316675
ALFA ROMEO,ALFA ROMEO GIULIETTA,16790.0,34543.0,Essence,Boite de vitesse manuelle,120,3,Berline,5,5,Gris,Alcantara (Sellerie d'origine),EURO 6,164.83333333333334,Crit'Air 1,Unknown,2019,1958.0,5.4,65.3,6396.9,529.0,1297,26448.333333333332,0.6348226101203605
VOLKSWAGEN,VOLKSWAGEN POLO,15990.0,34943.0,Essence,Boite de vitesse manuelle,95,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,103.0,Crit'Air 1,Oui,2018,2485.0,6.8,82.8,5138.7,422.0,1298,21955.0,0.728307902527898
TOYOTA,TOYOTA YARIS,11990.0,94311.0,Hybride,Boite de vitesse automatique,100,3,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,75.0,Crit'Air 1,Non,2017,2816.0,7.7,93.9,12248.2,1004.4,1299,20707.25,0.579024254789989
RENAULT,RENAULT CAPTUR,11890.0,41469.0,Essence,Boite de vitesse manuelle,120,3,SUV,5,5,Gris,Cuir (Sellerie d'origine),EURO 6,125.0,Crit'Air 1,Unknown,2017,2856.0,7.8,95.2,5316.5,435.6,1300,22000.0,0.5404545454545454
PEUGEOT,PEUGEOT 2008,15490.0,44225.0,Essence,Boite de vitesse automatique,131,1,SUV,5,5,Orange,Mi-cuir (Sellerie d'origine),EURO 6,139.0,Crit'Air 1,Non,2020,1750.0,4.8,58.3,9213.5,758.6,1301,29640.0,0.5226045883940621
NISSAN,NISSAN QASHQAI,16290.0,68965.0,Essence,Boite de vitesse manuelle,140,2,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,124.0,Crit'Air 1,Non,2019,2050.0,5.6,68.3,12315.2,1009.7,1302,29350.0,0.5550255536626917
PEUGEOT,PEUGEOT 2008,9590.0,76690.0,Essence,Boite de vitesse manuelle,110,Inconnu,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,104.0,Crit'Air 1,Non,2019,1987.0,5.4,66.2,14201.9,1158.5,1303,23100.0,0.41515151515151516
PEUGEOT,PEUGEOT 208,8890.0,72247.0,Essence,Boite de vitesse manuelle,110,3,Citadine,5,5,Rouge,Alcantara (Sellerie d'origine),EURO 6,99.0,Crit'Air 1,Non,2017,2942.0,8.1,98.1,8919.4,736.5,1304,21800.0,0.4077981651376147
MERCEDES,MERCEDES-BENZ CLASSE C,32090.0,52234.0,Essence,Boite de vitesse automatique,184,3,Cabriolet,2,4,Noir,Cuir (Sellerie d'origine),EURO 6,142.0,Crit'Air 1,Oui,2020,1877.0,5.1,62.6,10242.0,834.4,1305,62450.0,0.5138510808646918
MERCEDES,MERCEDES-BENZ CLASSE B,23390.0,87589.0,Essence,Boite de vitesse automatique,163,4,Monospace,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,132.33333333333334,Crit'Air 1,Unknown,2019,2233.0,6.1,74.4,14358.9,1177.3,1306,42000.0,0.5569047619047619
CITROEN,CITROEN BERLINGO,17590.0,72121.0,Diesel,Boite de vitesse manuelle,102,2,Monospace,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,135.0,Crit'Air 2,Oui,2021,1455.0,4.0,48.5,18030.2,1487.0,1307,26600.0,0.6612781954887218
DACIA,DACIA DUSTER,12490.0,73236.0,Essence,Boite de vitesse manuelle,114,4,SUV,5,5,Bleu,Tissu (Sellerie d'origine),EURO 6,149.0,Crit'Air 1,Non,2018,2330.0,6.4,77.7,11443.1,942.5,1308,13850.0,0.9018050541516246
VOLKSWAGEN,VOLKSWAGEN TAIGO,24890.0,28974.0,Essence,Boite de vitesse automatique,150,2,SUV,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,140.0,Crit'Air 1,Non,2022,1050.0,2.9,35.0,9991.0,827.8,1309,34360.0,0.7243888242142026
PEUGEOT,PEUGEOT 508,21590.0,82675.0,Diesel,Boite de vitesse automatique,177,4,Berline,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,152.0,Crit'Air 2,Non,2020,1741.0,4.8,58.0,17224.0,1425.4,1310,44233.333333333336,0.48809344385832704
RENAULT,RENAULT SCENIC,12790.0,88279.0,Diesel,Boite de vitesse manuelle,120,2,Monospace,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,127.0,Crit'Air 2,Non,2019,1930.0,5.3,64.3,16656.4,1372.9,1311,28200.0,0.45354609929078016
CITROEN,CITROEN C4 CACTUS,7590.0,92446.0,Essence,Boite de vitesse manuelle,82,3,SUV,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,107.0,Crit'Air 1,Non,2017,2778.0,7.6,92.6,12163.9,998.3,1312,19200.0,0.3953125
RENAULT,RENAULT GRAND SCENIC,18190.0,91238.0,Essence,Boite de vitesse automatique,160,Inconnu,Monospace,5,7,Gris,Mi-cuir (Sellerie d'origine),EURO 6,132.0,Crit'Air 1,Non,2019,2233.0,6.1,74.4,14957.0,1226.3,1313,38675.0,0.4703296703296703
RENAULT,RENAULT CLIO,13490.0,16925.0,Essence,Boite de vitesse manuelle,100,2,Citadine,5,5,Gris,Tissu (Sellerie d'origine),EURO 6,100.0,Crit'Air 1,Non,2019,2112.0,5.8,70.4,2918.1,240.4,1314,18800.0,0.7175531914893617
CITROEN,CITROEN C3,9090.0,67738.0,Essence,Boite de vitesse manuelle,110,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,104.0,Crit'Air 1,Non,2019,2140.0,5.9,71.3,11481.0,950.0,1315,18050.0,0.503601108033241
RENAULT,RENAULT KADJAR,11890.0,83754.0,Essence,Boite de vitesse manuelle,130,2,SUV,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,126.0,Crit'Air 1,Non,2018,2570.0,7.0,85.7,11964.9,977.3,1316,27450.0,0.4331511839708561
PEUGEOT,PEUGEOT 308,9290.0,52865.0,Essence,Boite de vitesse manuelle,110,2,Berline,5,5,Rouge,Tissu (Sellerie d'origine),EURO 6,97.0,Crit'Air 1,Non,2017,2904.0,8.0,96.8,6608.1,546.1,1317,25725.0,0.36112730806608356
PEUGEOT,PEUGEOT 3008,15190.0,77894.0,Essence,Boite de vitesse automatique,130,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,117.0,Crit'Air 1,Non,2019,2276.0,6.2,75.9,12563.5,1026.3,1318,35350.0,0.4297029702970297
PEUGEOT,PEUGEOT RIFTER,22390.0,42955.0,Diesel,Boite de vitesse manuelle,131,1,Monospace,5,7,Blanc,Tissu (Sellerie d'origine),EURO 6,143.0,Crit'Air 2,Non,2022,952.0,2.6,31.7,16521.2,1355.0,1319,31050.0,0.7210950080515298
MAZDA,MAZDA CX-3,15990.0,81808.0,Essence,Boite de vitesse manuelle,121,3,SUV,5,5,Rouge,Mi-cuir (Sellerie d'origine),EURO 6,140.0,Crit'Air 1,Oui,2020,1685.0,4.6,56.2,17784.3,1455.7,1320,26350.0,0.606831119544592
MERCEDES,MERCEDES-BENZ CLASSE GLC,44290.0,64569.0,Diesel,Boite de vitesse automatique,194,2,SUV,5,5,Gris,Mi-cuir (Sellerie d'origine),EURO 6,176.0,Crit'Air 2,Oui,2021,1372.0,3.8,45.7,16991.8,1412.9,1321,63687.5,0.6954268891069676
OPEL,OPEL CORSA,9990.0,50089.0,Essence,Boite de vitesse manuelle,75,2,Citadine,5,5,Blanc,Tissu (Sellerie d'origine),EURO 6,117.0,Crit'Air 1,Oui,2021,1478.0,4.0,49.3,12522.2,1016.0,1322,18990.0,0.5260663507109005
PEUGEOT,PEUGEOT 208,10390.0,82321.0,Diesel,Boite de vitesse manuelle,100,2,Citadine,5,5,Noir,Tissu (Sellerie d'origine),EURO 6,86.0,Crit'Air 2,Non,2019,2150.0,5.9,71.7,13952.7,1148.1,1323,20350.0,0.5105651105651106
PEUGEOT,PEUGEOT 308,15490.0,86818.0,Diesel,Boite de vitesse automatique,130,2,Break,5,5,Blanc,Mi-cuir (Sellerie d'origine),EURO 6,123.0,Crit'Air 2,Non,2021,1388.0,3.8,46.3,22846.8,1875.1,1324,34300.0,0.45160349854227405
