marque,modele,kilometrage,carburant,transmission,puissance,nb_ancien_proprietaire,classe_vehicule,couleur,sellerie,emission_CO2,crit_air,usage_commerciale_anterieure,annee,prix_neuf,Mise_en_circulation
VOLKSWAGEN,VOLKSWAGEN AMAROK,68737.0,Diesel,Boite de vitesse automatique,225,2,Pickup,Blanc,Cuir ,212.0,Crit'Air 2,Oui,2018,51120.0,09/03/2018
ALFA ROMEO,ALFA ROMEO GIULIETTA,70288.0,Diesel,Boite de vitesse manuelle,120,2,Berline,Blanc,Tissu ,99.0,Crit'Air 2,Non,2017,27775.777777777777,09/10/2017
RENAULT,RENAULT CLIO,81543.0,Diesel,Boite de vitesse manuelle,75,1,Citadine,Gris,Tissu ,104.0,Crit'Air 2,Unknown,2019,18000.0,09/06/2019
NISSAN,NISSAN QASHQAI,95209.0,Diesel,Boite de vitesse automatique,115,2,SUV,Bleu,Tissu ,109.0,Crit'Air 2,Non,2019,32700.0,09/05/2019
PEUGEOT,PEUGEOT 208,58720.0,Essence,Boite de vitesse manuelle,110,3,Citadine,Noir,Mi-cuir ,99.0,Crit'Air 1,Non,2017,21525.0,09/02/2017
HYUNDAI,HYUNDAI I20,12884.0,Essence,Boite de vitesse manuelle,75,1,Citadine,Rouge,Tissu ,121.0,Crit'Air 1,Non,2020,16666.666666666668,09/01/2020
RENAULT,RENAULT CLIO,58474.0,Essence,Boite de vitesse manuelle,100,2,Citadine,Gris,Tissu ,100.0,Crit'Air 1,Non,2019,18800.0,09/12/2019
LEXUS,LEXUS CT-SERIE,39876.0,Hybride,Boite de vitesse automatique,136,2,Berline,Gris,Tissu ,100.33333333333333,Crit'Air 1,Unknown,2020,32586.666666666668,09/08/2020
OPEL,OPEL GRANDLAND X,88294.0,Diesel,Boite de vitesse automatique,130,Inconnu,SUV,Blanc,Mi-cuir ,102.0,Crit'Air 2,Non,2021,34612.5,09/02/2021
OPEL,OPEL CROSSLAND X,57620.0,Essence,Boite de vitesse automatique,110,2,SUV,Gris,Tissu ,123.0,Crit'Air 1,Non,2018,26050.0,09/04/2018
BMW,BMW SÉRIE 2,25614.0,Essence,Boite de vitesse automatique,178,2,Berline,Gris,Tissu ,138.0,Crit'Air 1,Non,2023,46033.333333333336,09/03/2023
RENAULT,RENAULT KADJAR,60493.0,Diesel,Boite de vitesse automatique,115,Inconnu,SUV,Noir,Mi-cuir ,135.0,Crit'Air 2,Non,2020,35450.0,09/09/2020
PEUGEOT,PEUGEOT 3008,11351.0,Essence,Boite de vitesse automatique,130,3,SUV,Blanc,Mi-cuir ,145.0,Crit'Air 1,Oui,2023,39670.0,09/07/2023
HYUNDAI,HYUNDAI I20,63583.0,Essence,Boite de vitesse manuelle,100,2,Citadine,Gris,Tissu ,109.0,Crit'Air 1,Oui,2018,17170.0,09/10/2018
FORD,FORD KA+,77468.0,Essence,Boite de vitesse manuelle,70,3,Citadine,Blanc,Tissu ,114.0,Crit'Air 1,Non,2017,10428.0,09/12/2017
VOLKSWAGEN,VOLKSWAGEN POLO,95932.0,Essence,Boite de vitesse automatique,115,2,Citadine,Gris,Tissu ,104.0,Crit'Air 1,Unknown,2018,23100.0,09/12/2018
SKODA,SKODA KAMIQ,15012.0,Essence,Boite de vitesse automatique,150,2,SUV,Blanc,Tissu ,141.0,Crit'Air 1,Oui,2022,33690.0,09/10/2022
MERCEDES,MERCEDES-BENZ CLASSE A,36491.0,Essence,Boite de vitesse automatique,163,Inconnu,Berline,Noir,Mi-cuir ,137.0,Crit'Air 1,Non,2022,42100.0,09/07/2022
SKODA,SKODA OCTAVIA,78093.0,Diesel,Boite de vitesse automatique,184,3,Break,Noir,Mi-cuir ,111.0,Crit'Air 2,Non,2019,38090.0,09/04/2019
SEAT,SEAT LEON,54517.0,Essence,Boite de vitesse automatique,150,3,Berline,Noir,Mi-cuir ,136.0,Crit'Air 1,Oui,2020,38680.0,09/09/2020
RENAULT,RENAULT MÉGANE,85533.0,Essence,Boite de vitesse automatique,140,3,Break,Noir,Mi-cuir ,125.0,Crit'Air 1,Oui,2019,30700.0,09/01/2019
OPEL,OPEL CORSA,67350.0,Essence,Boite de vitesse manuelle,100,2,Citadine,Gris,Mi-cuir ,96.0,Crit'Air 1,Oui,2020,20850.0,09/01/2020
RENAULT,RENAULT CLIO,47762.0,Essence,Boite de vitesse manuelle,91,2,Citadine,Blanc,Tissu ,117.0,Crit'Air 1,Non,2022,20980.0,09/09/2022
BMW,BMW SÉRIE 2,61584.0,Hybride,Boite de vitesse automatique,224,Inconnu,Monospace,Noir,Tissu ,52.0,Crit'Air 1,Non,2018,41825.0,09/11/2018
VOLKSWAGEN,VOLKSWAGEN GOLF VII,62122.0,Hybride,Boite de vitesse automatique,204,2,Berline,Gris,Tissu ,45.0,Crit'Air 1,Non,2020,42450.0,09/07/2020
TOYOTA,TOYOTA COROLLA,83744.0,Hybride,Boite de vitesse automatique,180,3,Berline,Blanc,Mi-cuir ,85.0,Crit'Air 1,Oui,2019,33375.0,09/03/2019
BMW,BMW SÉRIE 1,86542.0,Essence,Boite de vitesse automatique,136,Inconnu,Berline,Noir,Cuir ,130.0,Crit'Air 1,Non,2018,35675.0,09/10/2018
MERCEDES,MERCEDES-BENZ GLA,72155.0,Diesel,Boite de vitesse automatique,136,2,SUV,Blanc,Mi-cuir ,147.0,Crit'Air 2,Unknown,2019,41875.0,09/06/2019
CITROEN,CITROEN C3,48786.0,Essence,Boite de vitesse manuelle,82,1,Citadine,Gris,Tissu ,129.5,Crit'Air 1,Unknown,2020,18425.0,09/07/2020
FORD,FORD RANGER,48541.0,Diesel,Boite de vitesse automatique,213,2,Pickup,Bleu,Cuir ,236.33333333333334,Crit'Air 2,Unknown,2022,47831.0,09/06/2022
OPEL,OPEL CROSSLAND X,53391.0,Essence,Boite de vitesse manuelle,110,1,SUV,Gris,Mi-cuir ,108.0,Crit'Air 1,Unknown,2018,22266.666666666668,09/01/2018
HYUNDAI,HYUNDAI TUCSON,39094.0,Hybride,Boite de vitesse automatique,265,3,SUV,Gris,Cuir ,31.0,Crit'Air 1,Oui,2022,52750.0,09/10/2022
RENAULT,RENAULT ARKANA,32463.0,Essence,Boite de vitesse automatique,160,2,SUV,Noir,Mi-cuir ,132.0,Crit'Air 1,Non,2023,38000.0,09/07/2023
VOLKSWAGEN,VOLKSWAGEN T-ROC,87592.0,Essence,Boite de vitesse automatique,150,1,SUV,Gris,Mi-cuir ,143.0,Crit'Air 1,Non,2022,42287.5,09/06/2022
RENAULT,RENAULT CAPTUR,87756.0,Essence,Boite de vitesse manuelle,131,2,SUV,Gris,Mi-cuir ,128.0,Crit'Air 1,Oui,2019,24333.333333333332,09/02/2019
NISSAN,NISSAN MICRA,81860.0,Diesel,Boite de vitesse manuelle,90,Inconnu,Citadine,Rouge,Tissu ,85.0,Crit'Air 2,Non,2017,21190.0,09/07/2017
TOYOTA,TOYOTA AYGO X,30747.0,Essence,Boite de vitesse manuelle,72,2,Citadine,Blanc,Tissu ,108.0,Crit'Air 1,Non,2022,17645.0,09/11/2022
FORD,FORD RANGER,40260.0,Diesel,Boite de vitesse automatique,160,2,Pickup,Blanc,Cuir ,207.0,Crit'Air 2,Non,2018,38307.0,09/08/2018
KIA,KIA XCEED,65923.0,Diesel,Boite de vitesse automatique,136,2,SUV,Noir,Cuir ,135.0,Crit'Air 2,Non,2022,39090.0,09/05/2022
NISSAN,NISSAN QASHQAI,48593.0,Essence,Boite de vitesse automatique,158,2,SUV,Blanc,Mi-cuir ,146.0,Crit'Air 1,Oui,2021,40090.0,09/08/2021
PEUGEOT,PEUGEOT 308,66325.0,Essence,Boite de vitesse automatique,130,4,Berline,Gris,Mi-cuir ,112.0,Crit'Air 1,Oui,2017,30475.0,09/01/2017
TOYOTA,TOYOTA YARIS,10526.0,Hybride,Boite de vitesse automatique,116,2,Citadine,Blanc,Tissu ,64.0,Crit'Air 1,Unknown,2021,23286.0,09/04/2021
MERCEDES,MERCEDES-BENZ GLA,83656.0,Diesel,Boite de vitesse automatique,136,3,SUV,Gris,Cuir ,115.0,Crit'Air 2,Non,2017,45780.0,09/07/2017
PEUGEOT,PEUGEOT 2008,97145.0,Essence,Boite de vitesse automatique,110,1,SUV,Blanc,Alcantara ,110.0,Crit'Air 1,Non,2017,25900.0,09/04/2017
DACIA,DACIA LODGY,83949.0,Diesel,Boite de vitesse manuelle,115,1,Monospace,Gris,Tissu ,140.5,Crit'Air 2,Unknown,2020,18650.0,09/10/2020
FIAT,FIAT 500,47763.0,Essence,Boite de vitesse manuelle,69,3,Citadine,Blanc,Tissu ,115.0,Crit'Air 1,Oui,2018,16530.333333333332,09/03/2018
HYUNDAI,HYUNDAI TUCSON,96803.0,Diesel,Boite de vitesse manuelle,115,1,SUV,Noir,Tissu ,135.0,Crit'Air 2,Non,2020,31800.0,09/05/2020
PEUGEOT,PEUGEOT 3008,46472.0,Hybride,Boite de vitesse automatique,300,2,SUV,Blanc,Mi-cuir ,30.5,Crit'Air 1,Unknown,2021,56400.0,09/06/2021
JEEP,JEEP COMPASS,32458.0,Essence,Boite de vitesse manuelle,131,2,SUV,Noir,Mi-cuir ,152.66666666666666,Crit'Air 1,Unknown,2021,34633.333333333336,09/02/2021
BMW,BMW SÉRIE 2,89965.0,Diesel,Boite de vitesse automatique,116,3,Monospace,Gris,Alcantara ,124.0,Crit'Air 2,Oui,2018,41450.0,09/03/2018
MINI,MINI CABRIO,66793.0,Essence,Boite de vitesse automatique,192,3,Cabriolet,Vert,Cuir ,129.0,Crit'Air 1,Oui,2018,39550.0,09/10/2018
PEUGEOT,PEUGEOT 3008,84585.0,Diesel,Boite de vitesse automatique,130,2,SUV,Blanc,Mi-cuir ,98.0,Crit'Air 2,Non,2020,39300.0,09/02/2020
PEUGEOT,PEUGEOT 2008,36411.0,Essence,Boite de vitesse automatique,131,3,SUV,Gris,Tissu ,136.0,Crit'Air 1,Non,2021,34585.0,09/06/2021
PEUGEOT,PEUGEOT 2008,42575.0,Essence,Boite de vitesse automatique,131,1,SUV,Blanc,Mi-cuir ,136.0,Crit'Air 1,Non,2021,34585.0,09/06/2021
RENAULT,RENAULT MÉGANE,51185.0,Essence,Boite de vitesse manuelle,140,2,Berline,Bleu,Mi-cuir ,136.0,Crit'Air 1,Non,2020,31466.666666666668,09/09/2020
HONDA,HONDA CIVIC,93289.0,Essence,Boite de vitesse manuelle,126,3,Berline,Noir,Cuir ,141.0,Crit'Air 1,Oui,2020,30020.0,09/03/2020
SMART,SMART FORFOUR,55049.0,Essence,Boite de vitesse automatique,109,2,Citadine,Gris,Mi-cuir ,104.0,Crit'Air 1,Unknown,2017,23050.0,09/10/2017
VOLKSWAGEN,VOLKSWAGEN T-CROSS,52740.0,Essence,Boite de vitesse automatique,110,2,SUV,Orange,Tissu ,144.0,Crit'Air 1,Oui,2022,29940.0,09/09/2022
PEUGEOT,PEUGEOT 308,19101.0,Essence,Boite de vitesse automatique,130,1,Berline,Bleu,Mi-cuir ,132.0,Crit'Air 1,Non,2023,36870.0,09/03/2023
OPEL,OPEL KARL,63954.0,Essence,Boite de vitesse manuelle,73,4,Citadine,Bleu,Tissu ,114.0,Crit'Air 1,Non,2019,12695.0,09/06/2019
PEUGEOT,PEUGEOT 3008,67873.0,Essence,Boite de vitesse automatique,130,2,SUV,Gris,Mi-cuir ,115.0,Crit'Air 1,Non,2019,35350.0,09/04/2019
AUDI,AUDI A3,54821.0,Essence,Boite de vitesse automatique,150,5,Berline,Gris,Mi-cuir ,113.0,Crit'Air 1,Oui,2019,37290.0,09/08/2019
PEUGEOT,PEUGEOT 5008,50414.0,Essence,Boite de vitesse manuelle,130,1,SUV,Gris,Tissu ,145.0,Crit'Air 1,Non,2021,39120.0,09/03/2021
VOLKSWAGEN,VOLKSWAGEN TIGUAN,66431.0,Diesel,Boite de vitesse automatique,150,2,SUV,Blanc,Tissu ,123.0,Crit'Air 2,Non,2019,42745.0,09/09/2019
AUDI,AUDI A4,81784.0,Diesel,Boite de vitesse automatique,136,2,Berline,Noir,Mi-cuir ,135.75,Crit'Air 2,Unknown,2021,48027.5,09/03/2021
DS,DS AUTOMOBILES DS7 CROSSBACK,94932.0,Essence,Boite de vitesse automatique,225,4,SUV,Noir,Mi-cuir ,134.0,Crit'Air 1,Oui,2018,48900.0,09/03/2018
SEAT,SEAT ATECA,90150.0,Essence,Boite de vitesse automatique,150,2,SUV,Noir,Tissu ,124.0,Crit'Air 1,Non,2018,28750.0,09/08/2018
CITROEN,CITROEN C4 GRAND PICASSO,78831.0,Essence,Boite de vitesse manuelle,131,1,Monospace,Rouge,Tissu ,115.0,Crit'Air 1,Unknown,2017,28000.0,09/01/2017
PEUGEOT,PEUGEOT 208,72417.0,Diesel,Boite de vitesse manuelle,100,2,Citadine,Gris,Tissu ,86.0,Crit'Air 2,Non,2019,22933.333333333332,09/08/2019
DACIA,DACIA SANDERO,29916.0,Essence,Boite de vitesse manuelle,91,1,Citadine,Orange,Tissu ,128.0,Crit'Air 1,Non,2023,17333.333333333332,09/06/2023
MINI,MINI CABRIO,66793.0,Essence,Boite de vitesse automatique,192,3,Cabriolet,Vert,Cuir ,129.0,Crit'Air 1,Oui,2018,39550.0,09/10/2018
CITROEN,CITROEN C4,38355.0,Essence,Boite de vitesse manuelle,131,1,Berline,Bleu,Mi-cuir ,123.0,Crit'Air 1,Non,2021,29000.0,09/03/2021
PEUGEOT,PEUGEOT 3008,75221.0,Diesel,Boite de vitesse automatique,130,2,SUV,Gris,Tissu ,101.0,Crit'Air 2,Non,2018,34900.0,09/06/2018
VOLKSWAGEN,VOLKSWAGEN T-ROC,54751.0,Essence,Boite de vitesse automatique,150,2,SUV,Noir,Cuir ,127.0,Crit'Air 1,Non,2019,35880.0,09/01/2019
PEUGEOT,PEUGEOT 5008,89168.0,Essence,Boite de vitesse automatique,130,2,SUV,Blanc,Mi-cuir ,115.0,Crit'Air 1,Non,2019,37675.0,09/12/2018
HONDA,HONDA CIVIC,57096.0,Diesel,Boite de vitesse automatique,120,2,Berline,Blanc,Cuir ,127.33333333333333,Crit'Air 2,Unknown,2019,32713.333333333332,09/11/2019
MERCEDES,MERCEDES-BENZ CLASSE GLB,84611.0,Diesel,Boite de vitesse automatique,150,4,SUV,Noir,Mi-cuir ,151.0,Crit'Air 2,Oui,2020,48150.0,09/10/2020
ALFA ROMEO,ALFA ROMEO GIULIETTA,62354.0,Diesel,Boite de vitesse manuelle,120,Inconnu,Berline,Rouge,Tissu ,103.0,Crit'Air 2,Non,2018,27650.0,09/06/2018
RENAULT,RENAULT ARKANA,37182.0,Essence,Boite de vitesse automatique,140,2,SUV,Noir,Mi-cuir ,132.0,Crit'Air 1,Oui,2022,36500.0,09/12/2022
MERCEDES,MERCEDES-BENZ CLASSE A BERLINE,48651.0,Essence,Boite de vitesse automatique,136,2,Berline,Blanc,Mi-cuir ,136.0,Crit'Air 1,Oui,2021,38275.0,09/02/2021
CITROEN,CITROEN BERLINGO,62688.0,Diesel,Boite de vitesse manuelle,131,2,Monospace,Rouge,Tissu ,114.0,Crit'Air 2,Non,2019,30525.0,09/12/2019
PEUGEOT,PEUGEOT 208,54882.0,Essence,Boite de vitesse manuelle,75,Inconnu,Citadine,Gris,Tissu ,119.0,Crit'Air 1,Non,2022,21320.0,09/07/2022
PEUGEOT,PEUGEOT 2008,15529.0,Essence,Boite de vitesse manuelle,110,Inconnu,SUV,Rouge,Mi-cuir ,104.0,Crit'Air 1,Non,2019,23100.0,09/12/2019
VOLKSWAGEN,VOLKSWAGEN T-CROSS,40339.0,Essence,Boite de vitesse automatique,115,2,SUV,Gris,Mi-cuir ,107.0,Crit'Air 1,Non,2019,29530.0,09/11/2019
DS,DS AUTOMOBILES DS7 CROSSBACK,41861.0,Essence,Boite de vitesse automatique,180,Inconnu,SUV,Gris,Mi-cuir ,119.0,Crit'Air 1,Non,2020,44300.0,09/06/2020
RENAULT,RENAULT TWINGO,48887.0,Essence,Boite de vitesse automatique,92,1,Citadine,Rouge,Mi-cuir ,129.0,Crit'Air 1,Non,2020,17600.0,09/07/2020
PEUGEOT,PEUGEOT 2008,38705.0,Essence,Boite de vitesse manuelle,131,2,SUV,Blanc,Mi-cuir ,102.0,Crit'Air 1,Non,2020,26283.333333333332,09/02/2020
VOLKSWAGEN,VOLKSWAGEN UP!,63975.0,Essence,Boite de vitesse manuelle,75,1,Citadine,Blanc,Tissu ,101.0,Crit'Air 1,Non,2017,14520.0,09/08/2017
OPEL,OPEL COMBO LIFE,91740.0,Diesel,Boite de vitesse manuelle,130,Inconnu,Monospace,Marron,Tissu ,113.0,Crit'Air 2,Non,2019,27323.333333333332,09/01/2019
CITROEN,CITROEN C4 CACTUS,90480.0,Diesel,Boite de vitesse manuelle,102,3,SUV,Gris,Tissu ,98.0,Crit'Air 2,Non,2019,23350.0,09/06/2019
PEUGEOT,PEUGEOT 2008,95722.0,Essence,Boite de vitesse automatique,110,3,SUV,Noir,Tissu ,110.0,Crit'Air 1,Unknown,2017,23750.0,09/02/2017
OPEL,OPEL CORSA,34983.0,Essence,Boite de vitesse automatique,130,Inconnu,Citadine,Blanc,Tissu ,122.0,Crit'Air 1,Non,2022,26300.0,09/04/2022
PEUGEOT,PEUGEOT 2008,2796.0,Essence,Boite de vitesse automatique,131,2,SUV,Gris,Tissu ,133.0,Crit'Air 1,Non,2024,33700.0,09/03/2024
RENAULT,RENAULT CAPTUR,40508.0,Essence,Boite de vitesse manuelle,131,1,SUV,Bleu,Mi-cuir ,147.0,Crit'Air 1,Non,2020,24333.333333333332,09/03/2020
FIAT,FIAT 500X,72961.0,Diesel,Boite de vitesse manuelle,140,Inconnu,SUV,Blanc,Mi-cuir ,130.0,Crit'Air 2,Non,2017,28450.666666666668,09/05/2017
MERCEDES,MERCEDES-BENZ CLASSE A,38487.0,Essence,Boite de vitesse automatique,136,3,Berline,Noir,Alcantara ,139.0,Crit'Air 1,Non,2021,40175.0,09/04/2021
DACIA,DACIA SANDERO,2401.0,Essence,Boite de vitesse automatique,91,1,Citadine,Blanc,Tissu ,129.0,Crit'Air 1,Non,2024,17775.0,09/09/2024
CITROEN,CITROEN C3 AIRCROSS,6412.0,Diesel,Boite de vitesse manuelle,102,1,SUV,Gris,Tissu ,125.0,Crit'Air 2,Non,2020,24420.0,09/06/2020
KIA,KIA CEE'D,16064.0,Essence,Boite de vitesse automatique,160,2,Berline,Gris,Tissu ,133.0,Crit'Air 1,Oui,2023,33350.0,09/07/2023
HYUNDAI,HYUNDAI TUCSON,85002.0,Diesel,Boite de vitesse manuelle,136,2,SUV,Gris,Tissu ,126.0,Crit'Air 2,Non,2019,34900.0,09/07/2019
VOLKSWAGEN,VOLKSWAGEN T-CROSS,38733.0,Essence,Boite de vitesse automatique,110,2,SUV,Blanc,Mi-cuir ,144.0,Crit'Air 1,Oui,2023,31835.0,09/02/2023
PEUGEOT,PEUGEOT 2008,94593.0,Essence,Boite de vitesse automatique,110,2,SUV,Blanc,Mi-cuir ,112.8,Crit'Air 1,Unknown,2019,24820.0,09/05/2019
CUPRA,CUPRA FORMENTOR,60749.0,Essence,Boite de vitesse automatique,150,1,SUV,Gris,Mi-cuir ,152.0,Crit'Air 1,Non,2023,40905.0,09/02/2023
VOLKSWAGEN,VOLKSWAGEN POLO,98868.0,Essence,Boite de vitesse manuelle,95,2,Citadine,Gris,Tissu ,101.0,Crit'Air 1,Unknown,2017,18975.0,09/11/2017
PEUGEOT,PEUGEOT 3008,67129.0,Diesel,Boite de vitesse automatique,130,Inconnu,SUV,Noir,Mi-cuir ,138.0,Crit'Air 2,Non,2021,43050.0,09/04/2021
MERCEDES,MERCEDES-BENZ GLA,86571.0,Essence,Boite de vitesse automatique,156,2,SUV,Blanc,Mi-cuir ,142.0,Crit'Air 1,Non,2019,43350.0,09/02/2019
BMW,BMW X1,37869.0,Essence,Boite de vitesse automatique,136,2,SUV,Noir,Mi-cuir ,148.0,Crit'Air 1,Non,2021,41850.0,09/05/2021
HYUNDAI,HYUNDAI KONA,52417.0,Diesel,Boite de vitesse manuelle,136,3,SUV,Blanc,Tissu ,134.0,Crit'Air 2,Non,2021,26350.0,09/05/2021
RENAULT,RENAULT CLIO,22478.0,Essence,Boite de vitesse automatique,130,1,Citadine,Gris,Mi-cuir ,119.0,Crit'Air 1,Non,2019,24400.0,09/12/2019
DACIA,DACIA DUSTER,80180.0,Diesel,Boite de vitesse manuelle,116,2,SUV,Orange,Tissu ,110.0,Crit'Air 2,Non,2019,19600.0,09/10/2019
PEUGEOT,PEUGEOT 308,91469.0,Diesel,Boite de vitesse manuelle,130,2,Berline,Blanc,Mi-cuir ,123.0,Crit'Air 2,Unknown,2019,29783.333333333332,09/04/2019
CITROEN,CITROEN C3,81738.0,Essence,Boite de vitesse manuelle,82,2,Citadine,Blanc,Tissu ,109.0,Crit'Air 1,Oui,2018,18850.0,09/05/2018
MERCEDES,MERCEDES-BENZ CLASSE A,39979.0,Diesel,Boite de vitesse automatique,116,2,Berline,Noir,Cuir ,118.0,Crit'Air 2,Non,2020,35975.0,09/07/2020
FIAT,FIAT TIPO,74872.0,Diesel,Boite de vitesse manuelle,120,2,Berline,Gris,Tissu ,132.0,Crit'Air 2,Unknown,2020,24640.0,09/12/2020
OPEL,OPEL COMBO LIFE,65966.0,Diesel,Boite de vitesse automatique,130,1,Monospace,Noir,Tissu ,113.0,Crit'Air 2,Non,2019,28106.666666666668,09/07/2019
AUDI,AUDI Q3,75157.0,Diesel,Boite de vitesse automatique,150,Inconnu,SUV,Gris,Mi-cuir ,120.0,Crit'Air 2,Non,2020,50383.125,09/06/2020
PEUGEOT,PEUGEOT 208,59686.0,Essence,Boite de vitesse manuelle,100,2,Citadine,Jaune,Mi-cuir ,96.0,Crit'Air 1,Non,2020,22380.0,09/02/2020
VOLKSWAGEN,VOLKSWAGEN GOLF VII SPORTSVAN,72407.0,Essence,Boite de vitesse automatique,130,1,Monospace,Noir,Tissu ,113.0,Crit'Air 1,Non,2019,29120.0,09/12/2019
RENAULT,RENAULT CAPTUR,18453.0,Essence,Boite de vitesse manuelle,140,3,SUV,Bleu,Mi-cuir ,130.0,Crit'Air 1,Unknown,2021,26600.0,09/06/2021
PEUGEOT,PEUGEOT 5008,28957.0,Essence,Boite de vitesse automatique,130,2,SUV,Blanc,Mi-cuir ,150.0,Crit'Air 1,Non,2023,42870.0,09/03/2023
MAZDA,MAZDA CX-30,58989.0,Essence,Boite de vitesse manuelle,122,1,SUV,Gris,Tissu ,141.0,Crit'Air 1,Non,2020,30300.0,09/11/2020
PEUGEOT,PEUGEOT 208,16522.0,Essence,Boite de vitesse manuelle,100,3,Citadine,Gris,Mi-cuir ,118.0,Crit'Air 1,Oui,2021,22610.0,09/12/2021
AUDI,AUDI A3 LIMOUSINE,83993.0,Diesel,Boite de vitesse automatique,116,Inconnu,Berline,Gris,Mi-cuir ,99.0,Crit'Air 2,Non,2019,35045.0,09/05/2019
FORD,FORD KUGA,95691.0,Diesel,Boite de vitesse automatique,120,Inconnu,SUV,Gris,Mi-cuir ,138.0,Crit'Air 2,Non,2021,38050.0,09/06/2021
BMW,BMW SÉRIE 1,71014.0,Essence,Boite de vitesse automatique,136,Inconnu,Berline,Gris,Mi-cuir ,131.0,Crit'Air 1,Non,2021,39000.0,09/07/2021
MERCEDES,MERCEDES-BENZ CLASSE C,29859.0,Diesel,Boite de vitesse automatique,194,1,Berline,Gris,Alcantara ,135.0,Crit'Air 2,Non,2021,58867.64705882353,09/07/2021
KIA,KIA SPORTAGE,88691.0,Diesel,Boite de vitesse manuelle,115,Inconnu,SUV,Beige,Tissu ,126.0,Crit'Air 2,Non,2018,30020.0,09/10/2018
VOLKSWAGEN,VOLKSWAGEN UP!,4692.0,Essence,Boite de vitesse manuelle,65,1,Citadine,Blanc,Tissu ,118.0,Crit'Air 1,Non,2021,15500.0,09/02/2021
KIA,KIA STONIC,91023.0,Essence,Boite de vitesse manuelle,120,4,SUV,Rouge,Cuir ,115.0,Crit'Air 1,Oui,2017,22990.0,09/09/2017
PEUGEOT,PEUGEOT 2008,49187.0,Essence,Boite de vitesse automatique,130,2,SUV,Gris,Mi-cuir ,108.0,Crit'Air 1,Non,2019,24900.0,09/10/2019
MAZDA,MAZDA MX-5,40378.0,Essence,Boite de vitesse manuelle,160,2,Cabriolet,Gris,Cuir ,154.0,Crit'Air 1,Non,2017,31400.0,09/09/2017
FIAT,FIAT PANDA,11663.0,Essence,Boite de vitesse manuelle,70,2,Citadine,Bleu,Tissu ,126.0,Crit'Air 1,Unknown,2020,15490.0,09/10/2020
MERCEDES,MERCEDES-BENZ CLASSE A BERLINE,70328.0,Diesel,Boite de vitesse automatique,150,2,Berline,Noir,Alcantara ,138.0,Crit'Air 2,Non,2022,44425.0,09/01/2022
RENAULT,RENAULT CLIO,98020.0,Essence,Boite de vitesse automatique,118,2,Break,Gris,Mi-cuir ,120.0,Crit'Air 1,Oui,2018,22050.0,09/06/2018
BMW,BMW SÉRIE 2,70535.0,Diesel,Boite de vitesse automatique,150,2,Berline,Noir,Mi-cuir ,130.0,Crit'Air 2,Non,2021,45466.666666666664,09/04/2021
PEUGEOT,PEUGEOT 5008,63267.0,Essence,Boite de vitesse automatique,130,1,SUV,Vert,Mi-cuir ,143.75,Crit'Air 1,Unknown,2019,37337.5,09/01/2019
BMW,BMW SÉRIE 2,54891.0,Hybride,Boite de vitesse automatique,224,2,Monospace,Gris,Cuir ,42.0,Crit'Air 1,Non,2019,47500.0,09/11/2019
CITROEN,CITROEN C4,71595.0,Essence,Boite de vitesse automatique,131,1,Berline,Bleu,Mi-cuir ,130.0,Crit'Air 1,Non,2021,32825.0,09/03/2021
FORD,FORD ECOSPORT,95806.0,Diesel,Boite de vitesse manuelle,125,2,SUV,Beige,Mi-cuir ,127.0,Crit'Air 2,Non,2018,26516.666666666668,09/08/2018
RENAULT,RENAULT CLIO,55078.0,Essence,Boite de vitesse manuelle,100,3,Citadine,Bleu,Tissu ,100.0,Crit'Air 1,Non,2019,21300.0,09/12/2019
PEUGEOT,PEUGEOT 208,48710.0,Essence,Boite de vitesse automatique,110,2,Citadine,Blanc,Mi-cuir ,108.0,Crit'Air 1,Unknown,2018,23325.0,09/02/2018
BMW,BMW SÉRIE 1,36966.0,Essence,Boite de vitesse automatique,109,2,Berline,Noir,Mi-cuir ,135.0,Crit'Air 1,Non,2021,33650.0,09/06/2021
FORD,FORD FOCUS,43497.0,Essence,Boite de vitesse manuelle,125,3,Berline,Blanc,Mi-cuir ,104.0,Crit'Air 1,Oui,2020,28775.0,09/02/2020
RENAULT,RENAULT CLIO,81096.0,Diesel,Boite de vitesse manuelle,90,3,Citadine,Gris,Tissu ,82.0,Crit'Air 2,Non,2018,21020.0,09/05/2018
AUDI,AUDI A3,73297.0,Essence,Boite de vitesse manuelle,150,Inconnu,Berline,Blanc,Mi-cuir ,112.0,Crit'Air 1,Non,2017,32350.0,09/06/2017
CITROEN,CITROEN C5 AIRCROSS,17043.0,Essence,Boite de vitesse automatique,181,Inconnu,SUV,Noir,Tissu ,128.0,Crit'Air 1,Non,2020,33800.0,09/06/2020
RENAULT,RENAULT CLIO,14948.0,Diesel,Boite de vitesse manuelle,75,1,Citadine,Gris,Tissu ,85.0,Crit'Air 2,Non,2017,19920.0,09/01/2017
DS,DS AUTOMOBILES DS7 CROSSBACK,96823.0,Diesel,Boite de vitesse automatique,130,3,SUV,Gris,Alcantara ,100.0,Crit'Air 2,Oui,2020,44333.333333333336,09/02/2020
CITROEN,CITROEN C3,3483.0,Essence,Boite de vitesse manuelle,83,Inconnu,Citadine,Noir,Tissu ,123.0,Crit'Air 1,Non,2024,18953.555555555555,09/04/2024
