source_model,source_year,Versions,Portes,Energie,Boite,"CO2
(g/km)",Prix,url,option_marque_select,option_modele_select,option_year_select,match_type_marque,match_type_modele,match_type_year
Abarth 124 Spider,2019,II 1.4 TURBO 170,2,Ess.,Mécanique,146 (nedc),34 500 €,https://www.caradisiac.com/fiches-techniques/modele--abarth-124-2e-generation-spider/2019/,ABARTH,124,2019,Very Exact match,Partial match,Very Exact match
Abarth 124 Spider,2019,II 1.4 TURBO 170 GT,2,Ess.,Mécanique,146 (nedc),40 900 €,https://www.caradisiac.com/fiches-techniques/modele--abarth-124-2e-generation-spider/2019/,ABARTH,124,2019,Very Exact match,Partial match,Very Exact match
Abarth 124 Spider,2019,II 1.4 TURBO 170 GT BVA,2,Ess.,Automatique,161 (nedc),42 900 €,https://www.caradisiac.com/fiches-techniques/modele--abarth-124-2e-generation-spider/2019/,ABARTH,124,2019,Very Exact match,Partial match,Very Exact match
Abarth 124 Spider,2019,II 1.4 TURBO 170 TURISMO,2,Ess.,Mécanique,146 (nedc),37 500 €,https://www.caradisiac.com/fiches-techniques/modele--abarth-124-2e-generation-spider/2019/,ABARTH,124,2019,Very Exact match,Partial match,Very Exact match
Abarth 124 Spider,2019,II 1.4 TURBO 170 TURISMO BVA,2,Ess.,Automatique,161 (nedc),39 500 €,https://www.caradisiac.com/fiches-techniques/modele--abarth-124-2e-generation-spider/2019/,ABARTH,124,2019,Very Exact match,Partial match,Very Exact match
Abarth 124 Spider,2019,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--abarth-124-2e-generation-spider/2019/,ABARTH,124,2019,Very Exact match,Partial match,Very Exact match
Abarth 124 Spider,2019,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--abarth-124-2e-generation-spider/2019/,ABARTH,124,2019,Very Exact match,Partial match,Very Exact match
Abarth 500,2018,II (2) 1.4 T-JET 165 SERIE SPECIALE TURISMO MSQ,3,Ess.,Automatique,145 (nedc),25 595 €,https://www.caradisiac.com/fiches-techniques/modele--abarth-500-2e-generation/2018/,ABARTH,500,2018,Very Exact match,Partial match,Very Exact match
Abarth 500,2018,II (2) 1.4 TURBO 16V T-JET 145 595,3,Ess.,Mécanique,163 (wltp),20 790 €,https://www.caradisiac.com/fiches-techniques/modele--abarth-500-2e-generation/2018/,ABARTH,500,2018,Very Exact match,Partial match,Very Exact match
Abarth 500,2018,II (2) 1.4 TURBO 16V T-JET 145 595 MSQ,3,Ess.,Automatique,134 (nedc),20 400 €,https://www.caradisiac.com/fiches-techniques/modele--abarth-500-2e-generation/2018/,ABARTH,500,2018,Very Exact match,Partial match,Very Exact match
