source_model,source_year,Versions,Portes,Energie,Boite,"CO2
(g/km)",Prix,url,option_marque_select,option_modele_select,option_year_select,match_type_marque,match_type_modele,match_type_year
Renault Captur,2020,II 1.0 TCE 100 LIFE,5,Ess.,Mécanique,133 (wltp),19 150 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.0 TCE 100 ZEN,5,Ess.,Mécanique,135 (wltp),21 750 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.0 TCE 90 BUSINESS,5,Ess.,Mécanique,132 (wltp),22 350 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.0 TCE 90 ENERGY INTENS,5,Ess.,Mécanique,136 (wltp),24 350 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.0 TCE 90 LIFE,5,Ess.,Mécanique,130 (wltp),19 150 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.0 TCE 90 ZEN,5,Ess.,Mécanique,132 (wltp),21 750 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 130 FAP BUSINESS,5,Ess.,Mécanique,142 (wltp),23 850 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 130 FAP BUSINESS EDC,5,Ess.,Automatique,141 (wltp),25 650 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 130 FAP INITIALE PARIS EDC,5,Ess.,Automatique,145 (wltp),31 050 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 130 FAP INTENS,5,Ess.,Mécanique,147 (wltp),25 750 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 130 FAP INTENS EDC,5,Ess.,Automatique,145 (wltp),27 550 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 130 FAP ZEN,5,Ess.,Mécanique,142 (wltp),23 250 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 130 FAP ZEN EDC,5,Ess.,Automatique,141 (wltp),25 050 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 140 FAP BUSINESS EDC,5,Ess.,Automatique,135 (wltp),25 650 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 140 FAP INITIALE PARIS EDC,5,Ess.,Automatique,135 (wltp),31 050 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 140 FAP INTENS EDC,5,Ess.,Automatique,135 (wltp),27 550 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 140 FAP ZEN EDC,5,Ess.,Automatique,135 (wltp),25 050 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 155 FAP INITIALE PARIS EDC,5,Ess.,Automatique,145 (wltp),31 950 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.3 TCE 155 FAP INTENS EDC,5,Ess.,Automatique,145 (wltp),28 450 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 115 BUSINESS,5,Dies.,Mécanique,125 (wltp),24 950 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 115 BUSINESS EDC,5,Dies.,Automatique,124 (wltp),26 750 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 115 INITIALE PARIS EDC,5,Dies.,Automatique,130 (wltp),32 150 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 115 INTENS,5,Dies.,Mécanique,129 (wltp),26 850 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 115 INTENS EDC,5,Dies.,Automatique,129 (wltp),28 650 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 115 ZEN,5,Dies.,Mécanique,125 (wltp),24 350 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 115 ZEN EDC,5,Dies.,Automatique,124 (wltp),26 150 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 95 BUSINESS,5,Dies.,Mécanique,124 (wltp),23 950 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 95 INTENS,5,Dies.,Mécanique,129 (wltp),25 850 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.5 BLUE DCI 95 ZEN,5,Dies.,Mécanique,124 (wltp),23 350 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.6 E-TECH PLUG-IN 160 INITIALE PARIS,5,Ess./Elec.,Automatique,35 (wltp),38 250 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Renault Captur,2020,II 1.6 E-TECH PLUG-IN 160 INTENS,5,Ess./Elec.,Automatique,35 (wltp),34 850 €,https://www.caradisiac.com/fiches-techniques/modele--renault-captur-2/2020/,RENAULT,CAPTUR,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V (2) 1.0 MPI 80 REFERENCE,5,Ess.,Mécanique,122 (wltp),16 990 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V (2) 1.0 MPI 80 REFERENCE BUSINESS,5,Ess.,Mécanique,123 (wltp),17 900 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V (2) 1.5 TSI 150 ACT FR DSG7,5,Ess.,Automatique,139 (wltp),26 960 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V (2) 1.5 TSI 150 ACT FR XCLUSIVE DSG7,5,Ess.,Automatique,141 (wltp),29 705 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 115 FR,5,Ess.,Mécanique,130 (wltp),21 890 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 115 FR DSG7,5,Ess.,Automatique,140 (wltp),23 290 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 115 FR SPORT LINE,5,Ess.,Mécanique,131 (wltp),25 215 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 115 STYLE,5,Ess.,Mécanique,122 (wltp),18 690 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 115 STYLE DSG7,5,Ess.,Automatique,133 (wltp),20 090 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 115 XCELLENCE,5,Ess.,Mécanique,122 (wltp),20 090 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 115 XCELLENCE DSG7,5,Ess.,Automatique,133 (wltp),21 490 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 95 STYLE,5,Ess.,Mécanique,124 (wltp),17 990 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 95 STYLE BUSINESS,5,Ess.,Mécanique,124 (wltp),19 165 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 95 URBAN,5,Ess.,Mécanique,124 (wltp),18 685 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 ECOTSI 95 XCELLENCE,5,Ess.,Mécanique,124 (wltp),19 390 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 MPI 80 STYLE,5,Ess.,Mécanique,122 (wltp),16 990 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 MPI 80 STYLE BUSINESS,5,Ess.,Mécanique,123 (wltp),18 165 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 MPI 80 URBAN,5,Ess.,Mécanique,123 (wltp),17 685 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 110 FR,5,Ess.,Mécanique,124 (wltp),23 115 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 110 FR DSG7,5,Ess.,Automatique,134 (wltp),24 515 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 110 FR XCLUSIVE,5,Ess.,Mécanique,125 (wltp),25 815 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 110 FR XCLUSIVE DSG7,5,Ess.,Automatique,135 (wltp),27 215 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 110 STYLE,5,Ess.,Mécanique,117 (wltp),19 415 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 110 STYLE DSG7,5,Ess.,Automatique,127 (wltp),20 815 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 110 XCELLENCE,5,Ess.,Mécanique,117 (wltp),21 415 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 110 XCELLENCE DSG7,5,Ess.,Automatique,128 (wltp),22 815 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 FR,5,Ess.,Mécanique,130 (wltp),22 490 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 FR DSG7,5,Ess.,Automatique,140 (wltp),23 890 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 FR SPORT LINE,5,Ess.,Mécanique,131 (wltp),25 215 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 FR XCLUSIVE,5,Ess.,Mécanique,104 (nedc),25 170 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,,,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 FR XCLUSIVE DSG7,5,Ess.,Automatique,105 (nedc),26 570 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 STYLE,5,Ess.,Mécanique,122 (wltp),19 120 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 STYLE DSG7,5,Ess.,Automatique,133 (wltp),20 520 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 XCELLENCE,5,Ess.,Mécanique,122 (wltp),20 590 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 115 XCELLENCE DSG7,5,Ess.,Automatique,137 (wltp),21 990 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 95 STYLE,5,Ess.,Mécanique,124 (wltp),19 065 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 95 STYLE BUSINESS,5,Ess.,Mécanique,124 (wltp),20 415 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 95 URBAN,5,Ess.,Mécanique,124 (wltp),20 065 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,"Devis assurance auto
Financement",,,,,,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.0 TSI 95 XCELLENCE,5,Ess.,Mécanique,124 (wltp),20 815 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
Seat Ibiza,2020,V 1.6 TDI 80 4CV REFERENCE,5,Dies.,Mécanique,94 (nedc),17 070 €,https://www.caradisiac.com/fiches-techniques/modele--seat-ibiza-5/2020/,SEAT,IBIZA,2020,Very Exact match,Partial match,Very Exact match
